"","Year","Site_ID","Plant_gen_sp","plant_id","Fruit_Yes","Fruit_No","Fruit_preyed","Fruit_dispersed","fruit_formado","fruit_total","fruit_proportion","Seeds","Seed_weight","richness","Flower_abundance","Frequency","freq_minute","visitatio_rate","visitation_rate_minute"
"330",2016,"Urbanizaciones","Cistus salviifolius","A",2,0,1,0,3,3,1,44,0.04506,1,9,1,0.2,0.111111111111111,0.0222222222222222
"331",2018,"Urbanizaciones","Cistus salviifolius","A",4,0,0,0,4,4,1,45,0.0546233333333333,2,19,5,1.66666666666667,0.263157894736842,0.087719298245614
"332",2018,"Urbanizaciones","Cistus salviifolius","C",1,0,0,0,1,1,1,51,0.054785,1,2,1,0.333333333333333,0.5,0.166666666666667
"333",2018,"Urbanizaciones","Cistus salviifolius","D",4,0,0,0,4,4,1,32.5,0.03641,1,4,1,0.333333333333333,0.25,0.0833333333333333
"334",2019,"Urbanizaciones","Cistus salviifolius","A",0,0,3,0,3,3,1,34.6666666666667,0.0297933333333333,1,12,3,1,0.25,0.0833333333333333
"335",2019,"Urbanizaciones","Cistus salviifolius","B",3,0,0,0,3,3,1,42,0.0397866666666667,1,5,1,0.333333333333333,0.2,0.0666666666666667
"336",2019,"Urbanizaciones","Cistus salviifolius","C",1,0,1,0,2,2,1,37.5,0.03894,3,16,7,2.33333333333333,0.4375,0.145833333333333
"337",2015,"Urbanizaciones","Halimium calycinum","A",7,5,0,1,8,13,0.615384615384615,2.85714285714286,0.00244571428571429,1,46.5,1,0.2,0.021505376344086,0.0043010752688172
"338",2016,"Urbanizaciones","Halimium calycinum","A",0,0,0,1,1,1,1,3,0.00175,NA,17,1,0.2,0.0588235294117647,0.0117647058823529
"339",2019,"Urbanizaciones","Halimium calycinum","A",4,0,0,0,4,4,1,3,0.0123966666666667,1,18,2,0.666666666666667,0.111111111111111,0.037037037037037
"340",2019,"Urbanizaciones","Halimium calycinum","B",3,0,1,0,4,4,1,1.66666666666667,0.00713,1,18,1,0.333333333333333,0.0555555555555556,0.0185185185185185
"341",2019,"Urbanizaciones","Halimium calycinum","C",4,0,1,0,5,5,1,3,0.0131466666666667,1,32,3,1,0.09375,0.03125
"342",2018,"Urbanizaciones","Halimium halimifolium","A",2,1,0,0,2,3,0.666666666666667,23.5,0.05513,2,66,4,1.33333333333333,0.0606060606060606,0.0202020202020202
"343",2018,"Urbanizaciones","Halimium halimifolium","B",4,0,0,0,4,4,1,12.3333333333333,0.00811,2,9.5,5,1.66666666666667,0.526315789473684,0.175438596491228
"344",2018,"Urbanizaciones","Halimium halimifolium","C",4,1,1,0,5,6,0.833333333333333,30.3333333333333,0.0154833333333333,1,21,1,0.333333333333333,0.0476190476190476,0.0158730158730159
"345",2019,"Urbanizaciones","Halimium halimifolium","B",4,0,0,0,4,4,1,12.3333333333333,0.00653666666666667,4,176.2,11,3.66666666666667,0.0624290578887628,0.0208096859629209
"346",2019,"Urbanizaciones","Halimium halimifolium","C",4,1,0,0,4,5,0.8,3.66666666666667,0.00173333333333333,3,74,9,3,0.121621621621622,0.0405405405405405
"347",2016,"Urbanizaciones","Lavandula pedunculata","A",67,6,3,0,70,76,0.921052631578947,3.5,0.000525,4,83.5,18,3.6,0.215568862275449,0.0431137724550898
"348",2018,"Urbanizaciones","Lavandula pedunculata","A",95,29,9,0,104,133,0.781954887218045,2,0.00123,1,456.666666666667,26,8.66666666666667,0.0569343065693431,0.018978102189781
"349",2018,"Urbanizaciones","Lavandula pedunculata","B",147,12,0,0,147,159,0.924528301886792,3,0.00131333333333333,4,885,43,14.3333333333333,0.0485875706214689,0.016195856873823
"350",2018,"Urbanizaciones","Lavandula pedunculata","D",86,28,70,0,156,184,0.847826086956522,3.33333333333333,0.00176666666666667,2,300,14,4.66666666666667,0.0466666666666667,0.0155555555555556
"351",2019,"Urbanizaciones","Lavandula pedunculata","A",87,14,28,0,115,129,0.891472868217054,2,0.00098,2,76.6666666666667,16,5.33333333333333,0.208695652173913,0.0695652173913043
"352",2019,"Urbanizaciones","Lavandula pedunculata","B",42,26,47,0,89,115,0.773913043478261,3.33333333333333,0.00178333333333333,1,150,17,5.66666666666667,0.113333333333333,0.0377777777777778
"353",2019,"Urbanizaciones","Lavandula pedunculata","C",25,17,51,0,76,93,0.817204301075269,2.66666666666667,0.00181333333333333,1,75,10,3.33333333333333,0.133333333333333,0.0444444444444444
"354",2015,"Urbanizaciones","Lavandula stoechas","A",360,131,32,0,392,523,0.749521988527725,1.6,0.000446,5,51.3333333333333,9,1.8,0.175324675324675,0.0350649350649351
"355",2015,"Urbanizaciones","Lavandula stoechas","B",370,128,7,0,377,505,0.746534653465347,2,0.000682,2,39,2,0.4,0.0512820512820513,0.0102564102564103
"356",2016,"Urbanizaciones","Lavandula stoechas","B",123,5,3,0,126,131,0.961832061068702,1.33333333333333,0.000383333333333333,2,34,5,1,0.147058823529412,0.0294117647058824
"357",2015,"Urbanizaciones","Salvia rosmarinus","A",52,2,0,46,98,100,0.98,2,0.0009875,2,10,2,0.4,0.2,0.04
"358",2015,"Urbanizaciones","Salvia rosmarinus","B",83,5,0,67,150,155,0.967741935483871,2.33333333333333,0.00065,2,10,2,0.4,0.2,0.04
"359",2015,"Urbanizaciones","Salvia rosmarinus","C",75,26,0,73,148,174,0.850574712643678,2.5,0.000295,2,3,2,0.4,0.666666666666667,0.133333333333333
"360",2016,"Villamanrique_este","Cistus crispus","A",4,0,0,0,4,4,1,46,0.022775,5,5,14,2.8,2.8,0.56
"361",2017,"Villamanrique_este","Cistus crispus","A",3,1,1,0,4,5,0.8,32,0.0161233333333333,2,18,4,1.33333333333333,0.222222222222222,0.0740740740740741
"362",2017,"Villamanrique_este","Cistus crispus","B",2,0,0,2,4,4,1,34.3333333333333,0.0160966666666667,2,15,2,0.666666666666667,0.133333333333333,0.0444444444444444
"363",2018,"Villamanrique_este","Cistus crispus","A",8,1,0,0,8,9,0.888888888888889,43,0.02419,2,23,20,6.66666666666667,0.869565217391304,0.289855072463768
"364",2018,"Villamanrique_este","Cistus crispus","B",6,2,1,0,7,9,0.777777777777778,35.3333333333333,0.0201533333333333,2,17.5,26,8.66666666666667,1.48571428571429,0.495238095238095
"365",2018,"Villamanrique_este","Cistus crispus","C",10,0,0,0,10,10,1,32,0.01966,2,20.4,12,4,0.588235294117647,0.196078431372549
"366",2019,"Villamanrique_este","Cistus crispus","A",6,1,0,0,6,7,0.857142857142857,34.6666666666667,0.01916,3,27.6666666666667,22,7.33333333333333,0.795180722891566,0.265060240963855
"367",2019,"Villamanrique_este","Cistus crispus","B",2,1,2,1,5,6,0.833333333333333,41,0.02462,4,52.4,20,6.66666666666667,0.381679389312977,0.127226463104326
"368",2019,"Villamanrique_este","Cistus crispus","C",3,2,0,0,3,5,0.6,31.6666666666667,0.0176866666666667,3,56.5555555555556,39,13,0.68958742632613,0.229862475442043
"369",2016,"Villamanrique_este","Cistus ladanifer","A",2,0,1,2,5,5,1,347.25,0.0925525,3,0.666666666666667,3,0.6,4.5,0.9
"370",2019,"Villamanrique_este","Cistus ladanifer","B",1,0,0,0,1,1,1,899,0.23037,1,12,24,8,2,0.666666666666667
"371",2015,"Villamanrique_este","Cistus salviifolius","A",6,3,0,0,6,9,0.666666666666667,33.5,0.0379683333333333,3,2.66666666666667,6,1.2,2.25,0.45
"372",2016,"Villamanrique_este","Cistus salviifolius","A",3,0,1,0,4,4,1,36.75,0.0338575,4,2.5,6,1.2,2.4,0.48
"373",2017,"Villamanrique_este","Cistus salviifolius","A",1,0,2,0,3,3,1,30,0.0402533333333333,2,11,11,3.66666666666667,1,0.333333333333333
"374",2017,"Villamanrique_este","Cistus salviifolius","B",2,0,1,0,3,3,1,62,0.07578,2,8.5,3,1,0.352941176470588,0.117647058823529
"375",2015,"Villamanrique_sur","Cistus crispus","A",6,6,1,0,7,13,0.538461538461538,0,0,3,14,3,0.6,0.214285714285714,0.0428571428571429
"376",2015,"Villamanrique_sur","Cistus crispus","B",17,8,8,0,25,33,0.757575757575758,39.6666666666667,0.0197133333333333,NA,3,NA,NA,NA,NA
"377",2017,"Villamanrique_sur","Cistus crispus","A",6,1,1,0,7,8,0.875,47.6666666666667,0.0268266666666667,2,16.5,5,1.66666666666667,0.303030303030303,0.101010101010101
"378",2017,"Villamanrique_sur","Cistus crispus","B",3,0,2,1,6,6,1,36,0.0221266666666667,1,15,15,5,1,0.333333333333333
"379",2018,"Villamanrique_sur","Cistus crispus","A",5,0,0,0,5,5,1,31.6666666666667,0.01734,4,31.5,23,7.66666666666667,0.73015873015873,0.243386243386243
"380",2018,"Villamanrique_sur","Cistus crispus","B",5,1,0,0,5,6,0.833333333333333,31,0.01748,4,19.8,26,8.66666666666667,1.31313131313131,0.437710437710438
"381",2018,"Villamanrique_sur","Cistus crispus","C",6,2,0,0,6,8,0.75,35.6666666666667,0.0184066666666667,5,12.8333333333333,24,8,1.87012987012987,0.623376623376623
"382",2018,"Villamanrique_sur","Cistus crispus","D",2,1,5,0,7,8,0.875,34.5,0.02021,4,24.5,24,8,0.979591836734694,0.326530612244898
"383",2019,"Villamanrique_sur","Cistus crispus","B",3,1,0,0,3,4,0.75,21.5,0.011115,4,37.4,15,5,0.401069518716578,0.133689839572193
"384",2019,"Villamanrique_sur","Cistus crispus","C",7,0,0,0,7,7,1,41,0.0194533333333333,4,22.5,18,6,0.8,0.266666666666667
"385",2015,"Villamanrique_sur","Cistus ladanifer","A",3,3,1,0,4,7,0.571428571428571,495.5,0.155755,1,2.5,2,0.4,0.8,0.16
"386",2015,"Villamanrique_sur","Cistus ladanifer","B",2,3,1,0,3,6,0.5,368,0.116565,1,5,4,0.8,0.8,0.16
"387",2016,"Villamanrique_sur","Cistus ladanifer","A",3,0,0,0,3,3,1,316,0.114933333333333,3,1.8,3,0.6,1.66666666666667,0.333333333333333
"388",2016,"Villamanrique_sur","Cistus ladanifer","B",2,0,1,0,3,3,1,211.333333333333,0.0729833333333333,2,3.6,8,1.6,2.22222222222222,0.444444444444444
"389",2019,"Villamanrique_sur","Cistus ladanifer","B",1,0,1,0,2,2,1,681.5,0.159565,1,11,3,1,0.272727272727273,0.0909090909090909
"390",2019,"Villamanrique_sur","Cistus ladanifer","C",1,0,0,0,1,1,1,1060,0.26571,1,9,4,1.33333333333333,0.444444444444444,0.148148148148148
"391",2016,"Villamanrique_sur","Cistus salviifolius","A",0,0,2,0,2,2,1,10.5,0.01584,1,5.5,9,1.8,1.63636363636364,0.327272727272727
"392",2016,"Villamanrique_sur","Cistus salviifolius","B",2,0,0,0,2,2,1,13.5,0.0218,1,3,1,0.2,0.333333333333333,0.0666666666666667
"393",2019,"Villamanrique_sur","Halimium calycinum","A",4,0,0,0,4,4,1,3.33333333333333,0.01337,2,32.6666666666667,4,1.33333333333333,0.122448979591837,0.0408163265306122
"394",2019,"Villamanrique_sur","Halimium calycinum","B",3,0,0,0,3,3,1,3.66666666666667,0.01454,3,29,12,4,0.413793103448276,0.137931034482759
"395",2019,"Villamanrique_sur","Halimium calycinum","C",6,0,0,0,6,6,1,2,0.00760333333333333,3,24,23,7.66666666666667,0.958333333333333,0.319444444444444
"396",2017,"Villamanrique_sur","Lavandula pedunculata","A",88,42,0,0,88,130,0.676923076923077,1.33333333333333,0.00057,2,50,11,3.66666666666667,0.22,0.0733333333333333
"397",2015,"Villamanrique_sur","Lavandula stoechas","A",108,15,6,0,114,129,0.883720930232558,2.33333333333333,0.000613333333333333,3,47.25,15,3,0.317460317460317,0.0634920634920635
"398",2015,"Villamanrique_sur","Lavandula stoechas","B",311,61,2,0,313,374,0.836898395721925,0.8,0.000874,1,27,16,3.2,0.592592592592593,0.118518518518519
"399",2016,"Villamanrique_sur","Salvia rosmarinus","A",3,3,0,0,3,6,0.5,2.33333333333333,0.000456666666666667,4,1885,74,14.8,0.0392572944297082,0.00785145888594165
"400",2016,"Villamanrique_sur","Salvia rosmarinus","B",1,0,0,0,1,1,1,2,0.00022,2,1473.33333333333,9,1.8,0.00610859728506787,0.00122171945701357
