"","Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","time_obs","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp","plant_id"
"253","Apis mellifera","Villamanrique_sur","Curro",26,3,2018,3,"17:00:00",4,"sol",20,33,"moderado",NA,"Salvia","rosmarinus","ROE","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,85,"Salvia rosmarinus","E"
"254","Apis mellifera","Bonares","Patrick & Crona",27,3,2018,3,"10:40:00",4,"sol",14,63,"sin_viento",NA,"Halimium","calycinum","HCA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,24,"Halimium calycinum","A"
"255","Apis mellifera","Bonares","Patrick & Crona",27,3,2018,3,"10:40:00",4,"sol",14,63,"sin_viento",NA,"Halimium","calycinum","HCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,25,50,"Halimium calycinum","B"
"256","Apis mellifera","Villamanrique_sur","Oscar",27,3,2015,5,"16:10:00",3,"sol",27,31,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,5,"Cistus salviifolius","B"
"257","Apis mellifera","Bonares","Patrick & Crona",27,3,2018,3,"10:40:00",4,"sol",14,63,"sin_viento",NA,"Cistus","salviifolius","CSE","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,15,"Cistus salviifolius","E"
"258","Apis mellifera","Villamanrique_sur","Oscar",27,3,2015,5,"16:10:00",3,"sol",27,31,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,12,41,"Lavandula stoechas","A"
"259","Apis mellifera","Villamanrique_sur","Oscar",27,3,2015,5,"16:10:00",3,"sol",27,31,"suave",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,14,16,"Lavandula stoechas","B"
"260","Apis mellifera","Pino_del_cuervo","Patrick & Crona",27,3,2018,3,"14:30:00",4,"sol",24,33,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,90,"Salvia rosmarinus","B"
"261","Apis mellifera","Convento_de_la_luz","Oscar",29,3,2015,5,"10:40:00",3,"sol",17,45,"suave","a la sombra","Teucrium","fruticans","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,36,"Teucrium fruticans","B"
"262","Apis mellifera","Convento_de_la_luz","Oscar",29,3,2015,5,"10:40:00",3,"sol",17,45,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,19,93,"Cistus salviifolius","A"
"263","Apis mellifera","Convento_de_la_luz","Oscar",17,3,2016,5,"13:45:00",2,"sol",24,36,"suave",NA,"Teucrium","fruticans","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,34,"Teucrium fruticans","A"
"264","Apis mellifera","Convento_de_la_luz","Oscar",17,3,2016,5,"13:45:00",2,"sol",24,36,"suave",NA,"Teucrium","fruticans","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,60,"Teucrium fruticans","B"
"265","Apis mellifera","Convento_de_la_luz","Oscar",29,3,2015,5,"10:40:00",3,"sol",17,45,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,23,78,"Cistus salviifolius","B"
"266","Apis mellifera","Convento_de_la_luz","Oscar",29,3,2015,5,"10:40:00",3,"sol",17,45,"suave",NA,"Cistus","ladanifer","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,41,"Cistus ladanifer","A"
"267","Apis mellifera","Convento_de_la_luz","Oscar",29,3,2015,5,"10:40:00",3,"sol",17,45,"suave",NA,"Cistus","ladanifer","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,6,49,"Cistus ladanifer","B"
"268","Apis mellifera","Urbanizaciones","Oscar",29,3,2015,5,"12:10:00",3,"sol",22,35,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,10,"Salvia rosmarinus","A"
"269","Apis mellifera","Urbanizaciones","Oscar",29,3,2015,5,"12:10:00",3,"sol",22,35,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,10,"Salvia rosmarinus","B"
"270","Apis mellifera","Aznalcazar","Curro",6,4,2018,3,"10:30:00",5,"sol",17,56,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,300,"Salvia rosmarinus","B"
"271","Apis mellifera","Aznalcazar","Curro",6,4,2018,3,"10:30:00",5,"sol",17,56,"suave",NA,"Salvia","rosmarinus","ROD","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,300,"Salvia rosmarinus","D"
"272","Apis mellifera","Urbanizaciones","Oscar",29,3,2015,5,"12:10:00",3,"sol",22,35,"suave",NA,"Halimium","calycinum","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,87,"Halimium calycinum","A"
"273","Apis mellifera","Villamanrique_sur","Curro",6,4,2018,3,"13:30:00",5,"sol",18,46,"moderado",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,130,"Salvia rosmarinus","B"
"274","Apis mellifera","Villamanrique_este","Curro",6,4,2018,3,"15:15:00",5,"sol",17,43,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,20,"Salvia rosmarinus","A"
"275","Apis mellifera","Villamanrique_sur","Oscar",29,3,2016,5,"13:00:00",3,"sol",22,42,"moderado",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,210,"Salvia rosmarinus","B"
"276","Apis mellifera","Urbanizaciones","Patrick & Crona",9,4,2018,3,"14:36:00",5,"nubes",17.1,41,"fuerte",NA,"Salvia","rosmarinus","ROD","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,30,100,"Salvia rosmarinus","D"
"277","Apis mellifera","Urbanizaciones","Oscar",29,3,2015,5,"12:10:00",3,"sol",22,35,"suave",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,39,"Lavandula stoechas","B"
"278","Apis mellifera","La_rocina","Patrick & Crona",11,4,2018,3,"12:00:00",5,"nubes",15,47,"fuerte",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,200,"Salvia rosmarinus","A"
"279","Apis mellifera","La_rocina","Patrick & Crona",11,4,2018,3,"12:00:00",5,"nubes",15,47,"fuerte",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,14,350,"Salvia rosmarinus","B"
"280","Apis mellifera","La_rocina","Patrick & Crona",11,4,2018,3,"12:00:00",5,"nubes",15,47,"fuerte",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,100,"Salvia rosmarinus","C"
"281","Apis mellifera","El_pozo","Oscar",29,3,2015,5,"13:30:00",3,"sol",25,35,"suave",NA,"Spartium","junceum","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,4,2000,"Spartium junceum","A"
"282","Apis mellifera","El_pozo","Oscar",29,3,2015,5,"13:30:00",3,"sol",25,35,"suave",NA,"Spartium","junceum","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,7,5000,"Spartium junceum","B"
"283","Apis mellifera","Convento_de_la_luz","Curro",30,4,2019,3,"12:30:00",6,"sol",30,32,"suave",NA,"Halimium","halimifolium","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,180,"Halimium halimifolium","A"
"284","Apis mellifera","Pino_del_cuervo","Patrick & Crona",16,4,2018,3,"14:00:00",5,"sol",17,52,"moderado",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,100,"Salvia rosmarinus","C"
"285","Apis mellifera","La_cunya","Oscar",31,3,2016,5,"11:00:00",3,"sol",16,37,"fuerte",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,200,"Salvia rosmarinus","A"
"286","Apis mellifera","El_pozo","Cróna",16,4,2018,3,"14:00:00",5,"sol",17.6,39,"fuerte",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,21,90,"Salvia rosmarinus","A"
"287","Apis mellifera","El_pozo","Cróna",16,4,2018,3,"14:00:00",5,"sol",17.6,39,"fuerte",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,150,"Salvia rosmarinus","B"
"288","Apis mellifera","El_pozo","Cróna",16,4,2018,3,"14:00:00",5,"sol",17.6,39,"fuerte",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,50,"Salvia rosmarinus","C"
"289","Apis mellifera","El_pozo","Cróna",16,4,2018,3,"14:00:00",5,"sol",17.6,39,"fuerte",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,50,"Salvia rosmarinus","C"
"290","Apis mellifera","La_rocina","Oscar",31,3,2016,5,"12:15:00",3,"sol",21,30,"fuerte",NA,"Halimium","calycinum","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,36,"Halimium calycinum","A"
"291","Apis mellifera","Bonares","Oscar",1,4,2016,5,"11:05:00",3,"sol",21,21,"sin_viento",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,125,"Lavandula stoechas","A"
"292","Apis mellifera","Aznalcazar","Curro",23,4,2018,3,"11:00:00",6,"sol",22,30,"fuerte",NA,"Cistus","ladanifer","CLB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,12,"Cistus ladanifer","B"
"293","Apis mellifera","Aznalcazar","Curro",23,4,2018,3,"11:00:00",6,"sol",22,30,"fuerte",NA,"Lavandula","pedunculata","LPD","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,850,"Lavandula pedunculata","D"
"294","Apis mellifera","Bonares","Curro",23,4,2018,3,"11:15:00",6,"nubes",21,60,"sin_viento",NA,"Cistus","ladanifer","CLB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,3,"Cistus ladanifer","B"
"295","Apis mellifera","La_rocina","Curro",23,4,2018,3,"12:30:00",6,"nubes",26,45,"moderado",NA,"Lavandula","pedunculata","LPD","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,4000,"Lavandula pedunculata","D"
"296","Apis mellifera","Esparragal","Curro",24,4,2018,3,"14:30:00",6,"nubes",27,40,"fuerte",NA,"Cistus","salviifolius","CSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,8,"Cistus salviifolius","A"
"297","Apis mellifera","La_rocina","Oscar",30,3,2015,5,"15:00:00",3,"sol",32,20,"sin_viento",NA,"Halimium","calycinum","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,6,"Halimium calycinum","B"
"298","Apis mellifera","Pino_del_cuervo","Curro",27,4,2018,3,"10:30:00",6,"sol",15,67,"suave",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,25,"Salvia rosmarinus","C"
"299","Apis mellifera","La_cunya","Curro",27,4,2018,3,"14:30:00",6,"sol_y_nubes",21,41,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,6,50,"Salvia rosmarinus","A"
"300","Apis mellifera","La_cunya","Curro",27,4,2018,3,"14:30:00",6,"sol_y_nubes",21,41,"suave",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,100,"Salvia rosmarinus","C"
"301","Apis mellifera","Esparragal","Oscar",18,4,2016,5,"11:14:00",4,"sol_y_nubes",18,NA,"moderado","a la sombra","Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,NA,"Lavandula stoechas","A"
"302","Apis mellifera","La_cunya","Oscar",18,4,2016,5,"13:17:00",4,"sol_y_nubes",20,NA,"moderado",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,NA,"Lavandula pedunculata","A"
"303","Apis mellifera","La_cunya","Oscar",18,4,2016,5,"13:17:00",4,"sol_y_nubes",20,NA,"moderado",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,NA,"Lavandula pedunculata","B"
"304","Apis mellifera","Niebla","Curro",27,4,2018,3,"16:30:00",6,"sol_y_nubes",24,37,"suave",NA,"Cistus","ladanifer","CLB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,6,"Cistus ladanifer","B"
"305","Apis mellifera","La_rocina","Oscar",18,4,2016,5,"15:30:00",4,"sol",22,NA,"moderado",NA,"Halimium","calycinum","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,NA,"Halimium calycinum","B"
"306","Apis mellifera","La_rocina","Oscar",18,4,2016,5,"15:30:00",4,"sol",22,NA,"moderado","no se acerca nada","Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,9,NA,"Lavandula pedunculata","A"
"307","Apis mellifera","Villamanrique_este","Oscar",31,3,2015,5,"12:10:00",3,"sol",27,32,"sin_viento",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,5,"Cistus salviifolius","B"
"308","Apis mellifera","Niebla","Oscar",7,4,2015,5,"9:45:00",4,"sol",19,55,"sin_viento",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,89,"Lavandula stoechas","A"
"309","Apis mellifera","Pinares_de_hinojos","Curro",10,5,2018,3,"12:30:00",7,"sol",20,46,"moderado",NA,"Cistus","libanotis","CLIB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,30,"Cistus libanotis","B"
"310","Apis mellifera","Aznalcazar","Curro",10,5,2018,3,"15:30:00",7,"sol",25,37,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,39,"Cistus crispus","A"
"311","Apis mellifera","Aznalcazar","Curro",10,5,2018,3,"15:30:00",7,"sol",25,37,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,85,"Cistus crispus","B"
"312","Apis mellifera","Convento_de_la_luz","Oscar",21,4,2016,5,"15:15:00",4,"nubes",18,NA,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,73,"Lavandula pedunculata","A"
"313","Apis mellifera","Urbanizaciones","Oscar",21,4,2016,5,"16:00:00",4,"nubes",18,NA,"sin_viento",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,46,"Lavandula pedunculata","B"
"314","Apis mellifera","Esparragal","Oscar",7,4,2015,5,"12:15:00",4,"sol",20,51,"moderado",NA,"Lavandula","pedunculata",NA,"Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"unknown",NA,NA,1,22,"Lavandula pedunculata",NA
"315","Apis mellifera","La_rocina","Oscar",7,4,2015,5,"15:15:00",4,"nubes",24,40,"fuerte",NA,"Anchusa","azurea","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,20,400,"Anchusa azurea","A"
"316","Apis mellifera","Pino_del_cuervo","Oscar",22,4,2016,5,"15:00:00",4,"sol",21,NA,"moderado","Grupo A","Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,120,"Lavandula stoechas","A"
"317","Apis mellifera","Niebla","Curro",11,5,2018,3,"17:00:00",7,"sol",23,42,"suave",NA,"Lavandula","stoechas","LSC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,250,"Lavandula stoechas","C"
"318","Apis mellifera","La_cunya","Oscar",7,4,2015,5,"17:00:00",4,"nubes",27,35,"sin_viento",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,12,"Cistus salviifolius","B"
"319","Apis mellifera","Niebla","Curro",16,5,2018,3,"12:00:00",8,"sol",24,31,"moderado",NA,"Lavandula","pedunculata","LPA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,150,"Lavandula pedunculata","A"
"320","Apis mellifera","La_cunya","Oscar",7,4,2015,5,"17:00:00",4,"nubes",27,35,"sin_viento",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,34,"Lavandula pedunculata","A"
"321","Apis mellifera","La_cunya","Oscar",7,4,2015,5,"17:00:00",4,"nubes",27,35,"sin_viento",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,31,"Salvia rosmarinus","A"
"322","Apis mellifera","La_cunya","Oscar",7,4,2015,5,"17:00:00",4,"nubes",27,35,"sin_viento",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,54,"Salvia rosmarinus","B"
"323","Apis mellifera","Esparragal","Curro",16,5,2018,3,"13:30:00",8,"sol",25,29,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,37,"Cistus crispus","A"
"324","Apis mellifera","La_cunya","Curro",26,4,2016,5,"10:00:00",5,"sol",18,NA,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,11,110,"Lavandula pedunculata","A"
"325","Apis mellifera","Urbanizaciones","Curro",26,4,2016,5,"14:20:00",5,"sol",22,NA,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,100,"Lavandula pedunculata","A"
"326","Apis mellifera","Urbanizaciones","Curro",16,5,2018,3,"15:00:00",8,"sol",26,30,"suave",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,57,"Cistus crispus","C"
"327","Apis mellifera","Villamanrique_este","Oscar",10,4,2015,5,"11:20:00",4,"sol",21.9,60,"suave",NA,"Cistus","salviifolius","C","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"unknown",NA,NA,1,2,"Cistus salviifolius","C"
"328","Apis mellifera","Bonares","Curro",26,4,2016,5,"16:45:00",5,"sol",28,NA,"moderado",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,80,"Lavandula stoechas","A"
"329","Apis mellifera","Urbanizaciones","Curro",16,5,2018,3,"15:00:00",8,"sol",26,30,"suave",NA,"Halimium","halimifolium","HHA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,113,"Halimium halimifolium","A"
"330","Apis mellifera","Villamanrique_este","Curro",28,4,2016,5,"14:30:00",5,"sol_y_nubes",26,NA,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,20,"Salvia rosmarinus","A"
"331","Apis mellifera","Villamanrique_sur","Oscar",10,4,2015,5,"12:35:00",4,"sol",23,50,"sin_viento",NA,"Halimium","calycinum","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"female",NA,NA,1,26,"Halimium calycinum","A"
"332","Apis mellifera","Convento_de_la_luz","Curro",17,5,2018,3,"14:15:00",8,"sol",30,20,"moderado",NA,"Halimium","halimifolium","HHA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,204,"Halimium halimifolium","A"
"333","Apis mellifera","Pino_del_cuervo","Curro",17,5,2018,3,"16:00:00",8,"sol",31,20,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,16,"Cistus crispus","B"
"334","Apis mellifera","Villamanrique_sur","Oscar",10,4,2015,5,"16:10:00",4,"sol",23,50,"sin_viento",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,66,"Lavandula stoechas","A"
"335","Apis mellifera","Pino_del_cuervo","Oscar",29,4,2016,5,"12:30:00",5,"nubes",18,NA,"moderado",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,120,"Lavandula stoechas","A"
"336","Apis mellifera","Villamanrique_sur","Oscar",10,4,2015,5,"16:10:00",4,"sol",23,50,"sin_viento",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,49,"Lavandula stoechas","B"
"337","Apis mellifera","Pino_del_cuervo","Oscar",29,4,2016,5,"12:30:00",5,"nubes",18,NA,"moderado",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,25,12,"Lavandula stoechas","B"
"338","Apis mellifera","El_pozo","Oscar",29,4,2016,5,"17:30:00",5,"nubes",22,NA,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,10,"Salvia rosmarinus","A"
"339","Apis mellifera","La_rocina","Curro",18,5,2018,3,"12:00:00",8,"sol",26,25,"fuerte",NA,"Lavandula","pedunculata","LPA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,320,"Lavandula pedunculata","A"
"340","Apis mellifera","Villamanrique_sur","Curro",16,5,2016,5,"12:25:00",6,"sol",25,41,"suave",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,30,"Salvia rosmarinus","A"
"341","Apis mellifera","Villamanrique_sur","Curro",16,5,2016,5,"12:30:00",6,"sol",25,41,"suave",NA,"Cistus","ladanifer","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,6,2,"Cistus ladanifer","B"
"342","Apis mellifera","Villamanrique_sur","Curro",16,5,2016,5,"12:30:00",6,"sol",25,41,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,9,4,"Cistus salviifolius","A"
"343","Apis mellifera","Villamanrique_este","Curro",16,5,2016,5,"14:00:00",6,"sol",26,39,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,5,"Cistus salviifolius","A"
"344","Apis mellifera","La_cunya","Curro",18,5,2018,3,"15:30:00",8,"sol",30,25,"fuerte",NA,"Lavandula","pedunculata","LPA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,50,"Lavandula pedunculata","A"
"345","Apis mellifera","Villamanrique_este","Curro",18,5,2018,3,"16:30:00",8,"sol",31,20,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,17,23,"Cistus crispus","A"
"346","Apis mellifera","Urbanizaciones","Curro",19,5,2016,5,"10:06:00",6,"sol",19,39,"suave",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,100,"Lavandula pedunculata","B"
"347","Apis mellifera","Urbanizaciones","Curro",19,5,2016,5,"10:06:00",6,"sol",19,39,"suave",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,13,100,"Lavandula pedunculata","B"
"348","Apis mellifera","Convento_de_la_luz","Curro",19,5,2016,5,"11:59:00",6,"sol",25,30,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,50,"Lavandula pedunculata","A"
"349","Apis mellifera","Convento_de_la_luz","Curro",22,5,2018,3,"10:50:00",9,"nubes",24,40,"sin_viento",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,15,"Cistus crispus","A"
"350","Apis mellifera","Bonares","Curro",19,5,2016,5,"14:34:00",6,"sol",29,19,"suave",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,50,"Lavandula stoechas","B"
"351","Apis mellifera","Niebla","Curro",22,5,2018,3,"13:30:00",9,"sol",26,38,"suave",NA,"Cistus","monspeliensis","CMA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,5,"Cistus monspeliensis","A"
"352","Apis mellifera","Niebla","Curro",19,5,2016,5,"16:30:00",6,"sol",22,25,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,10,"Cistus crispus","A"
"353","Apis mellifera","Pino_del_cuervo","Oscar",13,4,2015,5,"12:45:00",4,"sol",25,42,"suave",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"unknown",NA,NA,1,16,"Lavandula stoechas","B"
"354","Apis mellifera","Villamanrique_sur","Curro",23,5,2018,3,"11:00:00",9,"nubes",25,49,"sin_viento",NA,"Cistus","crispus","CCD","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,22,"Cistus crispus","D"
"355","Apis mellifera","Pinares_de_hinojos","Curro",20,5,2016,5,"11:30:00",6,"sol",25,30,"suave",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,15,"Cistus crispus","B"
"356","Apis mellifera","Esparragal","Curro",29,5,2018,3,"11:30:00",9,"sol_y_nubes",20,47,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,21,"Cistus crispus","B"
