"","Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","time_obs","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp","plant_id"
"2450","Psilothrix viridicoerulea","Pinares_de_hinojos","Curro",6,6,2018,3,"14:15:00",10,"nubes",25,43,"moderado",NA,"Halimium","halimifolium","HHC","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,16,"Halimium halimifolium","C"
"2451","Psilothrix viridicoerulea","Pinares_de_hinojos","Curro",6,6,2018,3,"14:15:00",10,"nubes",25,43,"moderado",NA,"Halimium","halimifolium","HHC","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,19,"Halimium halimifolium","C"
"2452","Psilothrix viridicoerulea","Convento_de_la_luz","Curro",11,6,2018,3,"11:00:00",10,"sol",25,40,"moderado",NA,"Halimium","halimifolium","HHC","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,21,"Halimium halimifolium","C"
"2453","Psilothrix viridicoerulea","Bonares","Curro",13,3,2019,3,"11:00:00",3,"sol",16,58,"suave",NA,"Cistus","salviifolius","B","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,2,14,"Cistus salviifolius","B"
"2454","Psilothrix viridicoerulea","Aznalcazar","Curro",11,4,2019,3,"10:30:00",5,"sol",16,52,"suave",NA,"Cistus","ladanifer","B","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,2,"Cistus ladanifer","B"
"2455","Psilothrix viridicoerulea","Urbanizaciones","Curro",15,4,2019,3,"10:00:00",5,"sol",16,68,"sin_viento",NA,"Halimium","halimifolium","A","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,22,"Halimium halimifolium","A"
"2456","Psilothrix viridicoerulea","Urbanizaciones","Curro",15,4,2019,3,"10:00:00",5,"sol",16,68,"sin_viento",NA,"Halimium","halimifolium","C","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,32,"Halimium halimifolium","C"
"2457","Psilothrix viridicoerulea","Convento_de_la_luz","Curro",30,4,2019,3,"12:30:00",6,"sol",30,32,"suave",NA,"Halimium","halimifolium","A","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,180,"Halimium halimifolium","A"
"2458","Psilothrix viridicoerulea","Urbanizaciones","Curro",30,4,2019,3,"13:30:00",6,"sol",27,40,"suave",NA,"Halimium","halimifolium","B","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,5,300,"Halimium halimifolium","B"
"2459","Psilothrix viridicoerulea","Bonares","Curro",23,4,2018,3,"11:15:00",6,"nubes",21,60,"sin_viento",NA,"Cistus","salviifolius","CSB","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,2,10,"Cistus salviifolius","B"
"2460","Psilothrix viridicoerulea","Bonares","Curro",23,4,2018,3,"11:15:00",6,"nubes",21,60,"sin_viento",NA,"Cistus","ladanifer","CLA","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,2,12,"Cistus ladanifer","A"
"2461","Psilothrix viridicoerulea","Bonares","Curro",23,4,2018,3,"11:15:00",6,"nubes",21,60,"sin_viento",NA,"Cistus","ladanifer","CLB","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,3,3,"Cistus ladanifer","B"
"2462","Psilothrix viridicoerulea","Urbanizaciones","Curro",26,4,2018,3,"14:00:00",6,"sol_y_nubes",30,25,"moderado",NA,"Cistus","salviifolius","CSE","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,15,"Cistus salviifolius","E"
"2463","Psilothrix viridicoerulea","Convento_de_la_luz","Curro",6,5,2019,3,"11:30:00",7,"sol",25,37,"suave",NA,"Halimium","halimifolium","C","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,42,"Halimium halimifolium","C"
"2464","Psilothrix viridicoerulea","Convento_de_la_luz","Curro",11,6,2018,3,"11:00:00",10,"sol",25,40,"moderado",NA,"Cistus","crispus","CCB","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,22,"Cistus crispus","B"
"2465","Psilothrix viridicoerulea","La_cunya","Curro",26,3,2019,3,"11:30:00",4,"sol",22.3,31,"fuerte",NA,"Cistus","salviifolius","A","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,3,5,"Cistus salviifolius","A"
"2466","Psilothrix viridicoerulea","Aznalcazar","Curro",11,4,2019,3,"10:30:00",5,"sol",16,52,"suave",NA,"Cistus","monspeliensis","A","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,100,"Cistus monspeliensis","A"
"2467","Psilothrix viridicoerulea","Aznalcazar","Curro",11,4,2019,3,"10:30:00",5,"sol",16,52,"suave",NA,"Cistus","salviifolius","A","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,3,"Cistus salviifolius","A"
"2468","Psilothrix viridicoerulea","Convento_de_la_luz","Curro",6,5,2019,3,"11:30:00",7,"sol",25,37,"suave",NA,"Halimium","halimifolium","A","Coleoptera","focal",NA,NA,"Psilothrix","viridicoerulea",NA,"unknown",NA,NA,3,32,"Halimium halimifolium","A"
"2469","Psilothrix viridicoerulea","La_rocina","Oscar",5,3,2015,5,"12:00:00",1,"sol",15,NA,"fuerte",NA,"Halimium","calycinum","A","Coleoptera","focal",NA,"BF531","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,6,"Halimium calycinum","A"
"2470","Psilothrix viridicoerulea","Pinares_de_hinojos","Oscar",30,4,2015,5,"11:45:00",5,"sol",23.5,33,"suave",NA,"Cistus","libanotis","B","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,4,74,"Cistus libanotis","B"
"2471","Psilothrix viridicoerulea","Esparragal","Oscar",20,4,2015,5,"11:40:00",5,"sol",20,34,"moderado",NA,"Halimium","halimifolium","B","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,46,"Halimium halimifolium","B"
"2472","Psilothrix viridicoerulea","La_cunya","Oscar",30,3,2015,5,"10:45:00",3,"sol",17,49,"suave",NA,"Cistus","salviifolius","A","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,2,14,"Cistus salviifolius","A"
"2473","Psilothrix viridicoerulea","La_rocina","Oscar",16,3,2015,5,"11:20:00",2,"nubes",19,51,"suave",NA,"Halimium","calycinum","B","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,4,47,"Halimium calycinum","B"
"2474","Psilothrix viridicoerulea","Pinares_de_hinojos","Oscar",30,3,2015,5,"12:00:00",3,"sol",25,30,"suave",NA,"Cistus","salviifolius","B","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,5,5,"Cistus salviifolius","B"
"2475","Psilothrix viridicoerulea","La_rocina","Oscar",16,3,2015,5,"11:20:00",2,"nubes",19,51,"suave",NA,"Halimium","calycinum","A","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,9,26,"Halimium calycinum","A"
"2476","Psilothrix viridicoerulea","Villamanrique_este","Oscar",31,3,2015,5,"12:10:00",3,"sol",27,32,"sin_viento",NA,"Cistus","salviifolius","A","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,4,3,"Cistus salviifolius","A"
"2477","Psilothrix viridicoerulea","Urbanizaciones","Oscar",10,3,2015,5,"16:20:00",1,"sol",25,31,"suave",NA,"Halimium","calycinum","B","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,NA,"Halimium calycinum","B"
"2478","Psilothrix viridicoerulea","La_cunya","Oscar",20,4,2015,5,"12:30:00",5,"nubes",22,31,"suave",NA,"Cistus","salviifolius","B","Coleoptera","focal",NA,"not_captured","Psilothrix","viridicoerulea",NA,"unknown",NA,NA,1,5,"Cistus salviifolius","B"
