"","Year","Site_ID","Plant_sp","plant_id","richness08","richness","Coleop_freq","Dip_freq","Hym_freq","Frequency","Fruit_proportion","seed_number","Seed_weight"
"537",2018,"Pino del Cuervo","Cistus salviifolius","B",0,0,0,0,0,0,1,27,0.02877
"538",2018,"Pino del Cuervo","Cistus salviifolius","C",0,0,0,0,0,0,1,32.3333333333333,0.0307933333333333
"539",2018,"Pino del Cuervo","Cistus salviifolius","D",0,0,0,0,0,0,0,11,0.01087
"540",2015,"Pino del Cuervo","Halimium commutatum","A",2,2,2,0,0,2,0.722222222222222,2.5,0.0036425
"541",2015,"Pino del Cuervo","Halimium commutatum","B",1,1,0,1,0,1,0.4,2.58823529411765,0.00374588235294118
"542",2017,"Pino del Cuervo","Halimium commutatum","B",2,2,1,0,1,2,0,0,0
"543",2017,"Pino del Cuervo","Halimium commutatum","C",1,1,0,0,1,1,0,0,0
"544",2017,"Pino del Cuervo","Halimium halimifolium","A",0,0,0,0,0,0,1,11.6666666666667,0.00602
"545",2017,"Pino del Cuervo","Halimium halimifolium","B",0,0,0,0,0,0,1,10,0.00513666666666667
"546",2018,"Pino del Cuervo","Halimium halimifolium","A",2,2,1,0,5,6,1,24.5,0.01579
"547",2018,"Pino del Cuervo","Halimium halimifolium","B",1,1,0,3,0,3,0.666666666666667,14,0.00244
"548",2018,"Pino del Cuervo","Halimium halimifolium","C",2,2,1,0,8,9,1,26,0.0146333333333333
"549",2018,"Pino del Cuervo","Halimium halimifolium","D",0,0,0,0,0,0,1,27.3333333333333,0.01465
"550",2015,"Pino del Cuervo","Lavandula stoechas","A",2,2,2,0,4,6,0,0,0
"551",2015,"Pino del Cuervo","Lavandula stoechas","B",2,2,0,0,2,2,0,0,0
"552",2016,"Pino del Cuervo","Lavandula stoechas","A",1,1,0,0,3,3,0.954198473282443,2.28571428571429,0.000335714285714286
"553",2016,"Pino del Cuervo","Lavandula stoechas","B",0,0,0,0,0,0,0.896907216494845,1.85714285714286,0.000717142857142857
"554",2018,"Pino del Cuervo","Lavandula stoechas","A",0,0,0,0,0,0,0.775510204081633,1.33333333333333,0.000636666666666667
"555",2018,"Pino del Cuervo","Lavandula stoechas","B",0,0,0,0,0,0,0.706896551724138,2.33333333333333,0.00117
"556",2018,"Pino del Cuervo","Lavandula stoechas","C",0,0,0,0,0,0,0.543478260869565,2,0.000966666666666667
"557",2018,"Pino del Cuervo","Lavandula stoechas","D",0,0,0,0,0,0,0,0,0
"558",2015,"Pino del Cuervo","Rosmarinus officinalis","A",2,2,0,1,1,2,0.846867007672634,1.66666666666667,0.000797777777777778
"559",2015,"Pino del Cuervo","Rosmarinus officinalis","B",2,2,0,1,2,3,0.306140350877193,2.16666666666667,0.001315
"560",2017,"Pino del Cuervo","Rosmarinus officinalis","A",2,3,0,0,9,9,0,0,0
"561",2017,"Pino del Cuervo","Rosmarinus officinalis","B",3,4,0,5,9,14,0,0,0
"562",2018,"Pino del Cuervo","Rosmarinus officinalis","A",4,4,1,0,26,27,0,0,0
"563",2018,"Pino del Cuervo","Rosmarinus officinalis","B",4,5,0,0,85,85,0,0,0
"564",2018,"Pino del Cuervo","Rosmarinus officinalis","C",3,3,0,0,20,20,0,0,0
"565",2018,"Pino del Cuervo","Rosmarinus officinalis","D",1,1,2,0,0,2,0,0,0
"566",2016,"Urbanizaciones","Cistus crispus","A",0,0,0,0,0,0,0.75,44.6666666666667,0.0241733333333333
"567",2016,"Urbanizaciones","Cistus crispus","B",0,0,0,0,0,0,0.857142857142857,29.3333333333333,0.0142633333333333
"568",2017,"Urbanizaciones","Cistus crispus","A",2,2,0,0,3,3,0.333333333333333,24,0.012935
"569",2017,"Urbanizaciones","Cistus crispus","B",3,3,0,0,6,6,0.75,28,0.0127966666666667
"570",2018,"Urbanizaciones","Cistus crispus","A",5,5,0,0,38,38,1,31.6666666666667,0.01852
"571",2018,"Urbanizaciones","Cistus crispus","B",5,7,0,0,51,51,0,19,0.00982
"572",2018,"Urbanizaciones","Cistus crispus","C",4,4,0,2,48,50,0.555555555555556,16.3333333333333,0.0103733333333333
"573",2018,"Urbanizaciones","Cistus crispus","D",0,0,0,0,0,0,0,0,0
"574",2018,"Urbanizaciones","Cistus crispus","E",1,1,0,0,7,7,0,0,0
"575",2015,"Urbanizaciones","Cistus salviifolius","A",1,1,10,0,0,10,0.777777777777778,64.6666666666667,0.0573066666666667
"576",2015,"Urbanizaciones","Cistus salviifolius","B",1,1,1,0,0,1,1,46,0.05639
"577",2016,"Urbanizaciones","Cistus salviifolius","A",1,1,0,1,0,1,1,44,0.04506
"578",2016,"Urbanizaciones","Cistus salviifolius","B",0,0,0,0,0,0,1,39,0.0402
"579",2018,"Urbanizaciones","Cistus salviifolius","A",2,2,3,0,2,5,1,45,0.0546233333333333
"580",2018,"Urbanizaciones","Cistus salviifolius","B",0,0,0,0,0,0,1,59,0.07301
"581",2018,"Urbanizaciones","Cistus salviifolius","C",1,1,1,0,0,1,1,51,0.054785
"582",2018,"Urbanizaciones","Cistus salviifolius","D",1,1,0,0,1,1,1,32.5,0.03641
"583",2018,"Urbanizaciones","Cistus salviifolius","E",3,3,2,0,2,4,0,0,0
"584",2015,"Urbanizaciones","Halimium commutatum","A",1,1,0,0,1,1,0.333333333333333,2.05,0.0020275
"585",2015,"Urbanizaciones","Halimium commutatum","B",1,1,1,0,0,1,0,0,0
"586",2015,"Urbanizaciones","Halimium commutatum","C",1,1,0,0,1,1,0.2,0,0
"587",2015,"Urbanizaciones","Halimium commutatum","D",0,0,0,0,0,0,0.111111111111111,0,0
"588",2016,"Urbanizaciones","Halimium commutatum","A",0,0,0,0,0,0,0,2,0.00159666666666667
"589",2016,"Urbanizaciones","Halimium commutatum","B",1,1,0,1,0,1,0,0,0
"590",2017,"Urbanizaciones","Halimium commutatum","A",0,0,0,0,0,0,1,1.875,0.002905
"591",2017,"Urbanizaciones","Halimium commutatum","B",0,0,0,0,0,0,1,1.875,0.003205
"592",2018,"Urbanizaciones","Halimium commutatum","A",2,2,1,0,5,6,0,0,0
"593",2016,"Urbanizaciones","Halimium halimifolium","A",0,0,0,0,0,0,0.5,35,0.003935
"594",2016,"Urbanizaciones","Halimium halimifolium","B",0,0,0,0,0,0,0.666666666666667,26,0.009045
"595",2018,"Urbanizaciones","Halimium halimifolium","A",2,2,0,0,4,4,0.666666666666667,23.5,0.05513
"596",2018,"Urbanizaciones","Halimium halimifolium","B",2,2,1,0,4,5,1,12.3333333333333,0.00811
"597",2018,"Urbanizaciones","Halimium halimifolium","C",1,1,1,0,0,1,0.8,30.3333333333333,0.0154833333333333
"598",2018,"Urbanizaciones","Halimium halimifolium","D",0,0,0,0,0,0,0.75,26,0.0163333333333333
"599",2015,"Urbanizaciones","Lavandula pedunculata","A",0,0,0,0,0,0,0,2,0.000508
"600",2016,"Urbanizaciones","Lavandula pedunculata","A",2,3,0,0,17,17,0.917808219178082,2.28571428571429,0.000405714285714286
"601",2016,"Urbanizaciones","Lavandula pedunculata","B",3,3,0,6,34,40,0,0,0
"602",2018,"Urbanizaciones","Lavandula pedunculata","A",1,1,0,0,26,26,0.766129032258065,2,0.00123
"603",2018,"Urbanizaciones","Lavandula pedunculata","B",4,4,12,0,31,43,0.924528301886792,3,0.00131333333333333
"604",2018,"Urbanizaciones","Lavandula pedunculata","C",0,0,0,0,0,0,0.831932773109244,2.66666666666667,0.00169333333333333
"605",2018,"Urbanizaciones","Lavandula pedunculata","D",2,2,0,0,14,14,0.754385964912281,3.33333333333333,0.00176666666666667
"606",2015,"Urbanizaciones","Lavandula stoechas","A",4,5,0,1,8,9,0.731494059791606,1.375,0.00048125
"607",2015,"Urbanizaciones","Lavandula stoechas","B",1,1,0,0,1,1,0.742144175831868,1.7,0.000658
"608",2015,"Urbanizaciones","Lavandula stoechas","C",2,2,0,0,2,2,0.293778291232829,0,0
"609",2016,"Urbanizaciones","Lavandula stoechas","A",0,0,0,0,0,0,0.793478260869565,1.4,0.00029
"610",2016,"Urbanizaciones","Lavandula stoechas","B",2,2,0,0,5,5,0.9609375,1.25,0.000345
"611",2017,"Urbanizaciones","Lavandula stoechas","A",2,2,0,3,2,5,0,0,0
"612",2017,"Urbanizaciones","Lavandula stoechas","B",2,2,0,1,1,2,0,0,0
"613",2015,"Urbanizaciones","Rosmarinus officinalis","A",2,2,0,0,2,2,0.944444444444444,1.625,0.00103375
"614",2015,"Urbanizaciones","Rosmarinus officinalis","B",2,2,0,0,2,2,0.936587891912249,1.78571428571429,0.000572857142857143
"615",2015,"Urbanizaciones","Rosmarinus officinalis","C",2,2,0,0,2,2,0.708931419457735,1.8,0.000348
"616",2016,"Urbanizaciones","Rosmarinus officinalis","A",1,1,0,0,1,1,0,0,0
"617",2017,"Urbanizaciones","Rosmarinus officinalis","A",1,1,0,0,16,16,0,0,0
"618",2017,"Urbanizaciones","Rosmarinus officinalis","B",2,3,0,0,31,31,0,0,0
"619",2017,"Urbanizaciones","Rosmarinus officinalis","C",1,1,0,0,23,23,0,0,0
"620",2018,"Urbanizaciones","Rosmarinus officinalis","A",2,2,0,2,132,134,0,0,0
"621",2018,"Urbanizaciones","Rosmarinus officinalis","B",2,3,0,0,85,85,0,0,0
"622",2018,"Urbanizaciones","Rosmarinus officinalis","C",2,2,0,0,96,96,0,0,0
"623",2018,"Urbanizaciones","Rosmarinus officinalis","D",2,2,0,0,57,57,0,0,0
"624",2015,"Villamanrique este","Cistus crispus","A",2,4,0,1,3,4,0,0,0
"625",2015,"Villamanrique este","Cistus crispus","B",1,1,0,0,1,1,0,0,0
"626",2016,"Villamanrique este","Cistus crispus","A",2,4,0,2,10,12,1,46,0.022775
"627",2016,"Villamanrique este","Cistus crispus","B",0,0,0,0,0,0,0.428571428571429,33.3333333333333,0.00914
"628",2017,"Villamanrique este","Cistus crispus","A",2,2,0,2,2,4,0.75,32,0.0161233333333333
"629",2017,"Villamanrique este","Cistus crispus","B",2,2,0,0,2,2,1,34.3333333333333,0.0160966666666667
"630",2018,"Villamanrique este","Cistus crispus","A",2,2,0,0,20,20,0.888888888888889,43,0.02419
"631",2018,"Villamanrique este","Cistus crispus","B",2,2,0,0,26,26,0.75,35.3333333333333,0.0201533333333333
"632",2018,"Villamanrique este","Cistus crispus","C",2,2,0,0,12,12,1,32,0.01966
"633",2018,"Villamanrique este","Cistus crispus","D",0,0,0,0,0,0,0.8,33,0.0147333333333333
"634",2015,"Villamanrique este","Cistus ladanifer","A",2,2,2,0,0,2,0,0,0
"635",2015,"Villamanrique este","Cistus ladanifer","B",1,1,0,0,1,1,0,0,0
"636",2015,"Villamanrique este","Cistus ladanifer","C",3,3,1,0,2,3,0,0,0
"637",2016,"Villamanrique este","Cistus ladanifer","A",3,3,0,1,2,3,1,347.25,0.0925525
"638",2016,"Villamanrique este","Cistus ladanifer","B",0,0,0,0,0,0,1,594,0.19542
"639",2017,"Villamanrique este","Cistus ladanifer","B",1,1,0,0,1,1,0,0,0
"640",2015,"Villamanrique este","Cistus salviifolius","A",2,2,5,0,0,5,0.533333333333333,40.2,0.045562
"641",2015,"Villamanrique este","Cistus salviifolius","B",2,2,0,0,2,2,0,0,0
"642",2015,"Villamanrique este","Cistus salviifolius","C",2,2,0,0,3,3,0,0,0
"643",2016,"Villamanrique este","Cistus salviifolius","A",3,3,1,0,4,5,1,36.75,0.0338575
"644",2016,"Villamanrique este","Cistus salviifolius","B",0,0,0,0,0,0,1,29,0.031455
"645",2017,"Villamanrique este","Cistus salviifolius","A",1,2,0,0,11,11,1,30,0.0402533333333333
"646",2017,"Villamanrique este","Cistus salviifolius","B",2,2,1,2,0,3,1,62,0.07578
"647",2017,"Villamanrique este","Cistus salviifolius","C",1,1,0,0,1,1,0,0,0
"648",2015,"Villamanrique este","Lavandula stoechas","A",1,1,0,0,1,1,0,0,0
"649",2015,"Villamanrique este","Lavandula stoechas","B",1,1,0,0,2,2,0,0,0
"650",2015,"Villamanrique este","Lavandula stoechas","C",1,1,0,0,7,7,0,0,0
"651",2015,"Villamanrique este","Rosmarinus officinalis","A",1,1,0,0,1,1,0,0,0
"652",2016,"Villamanrique este","Rosmarinus officinalis","A",1,1,0,0,3,3,0,0,0
"653",2017,"Villamanrique este","Rosmarinus officinalis","A",1,1,0,0,14,14,0,0,0
"654",2017,"Villamanrique este","Rosmarinus officinalis","B",1,1,0,0,23,23,0,0,0
"655",2017,"Villamanrique este","Rosmarinus officinalis","C",2,2,0,1,53,54,0,0,0
"656",2018,"Villamanrique este","Rosmarinus officinalis","A",1,1,0,0,3,3,0,0,0
"657",2015,"Villamanrique sur","Cistus crispus","A",3,3,0,0,3,3,0.25,0,0
"658",2015,"Villamanrique sur","Cistus crispus","B",0,0,0,0,0,0,0.701388888888889,39.6666666666667,0.0197133333333333
"659",2017,"Villamanrique sur","Cistus crispus","A",1,2,0,0,5,5,0.857142857142857,47.6666666666667,0.0268266666666667
"660",2017,"Villamanrique sur","Cistus crispus","B",1,1,0,0,15,15,1,36,0.0221266666666667
"661",2018,"Villamanrique sur","Cistus crispus","A",3,4,0,0,23,23,1,31.6666666666667,0.01734
"662",2018,"Villamanrique sur","Cistus crispus","B",4,4,0,0,26,26,0.833333333333333,31,0.01748
"663",2018,"Villamanrique sur","Cistus crispus","C",4,5,0,0,24,24,0.75,35.6666666666667,0.0184066666666667
"664",2018,"Villamanrique sur","Cistus crispus","D",4,4,0,0,24,24,0.666666666666667,34.5,0.02021
"665",2015,"Villamanrique sur","Cistus ladanifer","A",1,1,0,0,2,2,0.2,495.5,0.155755
"666",2015,"Villamanrique sur","Cistus ladanifer","B",1,1,4,0,0,4,0.444444444444444,368,0.116565
"667",2015,"Villamanrique sur","Cistus ladanifer","C",1,1,1,0,0,1,0.5,0,0
"668",2016,"Villamanrique sur","Cistus ladanifer","A",3,3,1,2,0,3,1,316,0.114933333333333
"669",2016,"Villamanrique sur","Cistus ladanifer","B",1,1,0,0,7,7,1,211.333333333333,0.0729833333333333
"670",2017,"Villamanrique sur","Cistus ladanifer","A",1,1,0,0,2,2,0,0,0
"671",2017,"Villamanrique sur","Cistus ladanifer","B",1,1,0,0,18,18,0,0,0
"672",2015,"Villamanrique sur","Cistus salviifolius","A",1,1,0,0,1,1,0,48,0.06082
"673",2015,"Villamanrique sur","Cistus salviifolius","B",2,2,0,0,2,2,0,0,0
"674",2015,"Villamanrique sur","Cistus salviifolius","C",1,1,0,0,2,2,0,0,0
"675",2016,"Villamanrique sur","Cistus salviifolius","A",1,1,0,0,9,9,0,10.5,0.01584
"676",2016,"Villamanrique sur","Cistus salviifolius","B",0,0,0,0,0,0,1,13.5,0.0218
"677",2017,"Villamanrique sur","Cistus salviifolius","A",1,1,1,0,0,1,0,0,0
"678",2018,"Villamanrique sur","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0
"679",2018,"Villamanrique sur","Cistus salviifolius","B",0,0,0,0,0,0,1,0,0
"680",2018,"Villamanrique sur","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0
"681",2018,"Villamanrique sur","Cistus salviifolius","D",0,0,0,0,0,0,1,32,0.0367766666666667
"682",2015,"Villamanrique sur","Halimium commutatum","A",2,2,0,0,2,2,0,0,0
"683",2015,"Villamanrique sur","Halimium commutatum","B",1,1,0,0,1,1,0,0,0
"684",2015,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,0.62962962962963,17,0.006014
"685",2015,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,0.470695970695971,19.2,0.006682
"686",2016,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,1,21,0.009178
"687",2016,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,0.5,17,0.007085
"688",2017,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,0.833333333333333,28,0.0139133333333333
"689",2017,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,0.75,16,0.00557
"690",2018,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,1,25.3333333333333,0.01169
"691",2018,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,1,17,0.01009
"692",2018,"Villamanrique sur","Halimium halimifolium","C",0,0,0,0,0,0,1,24.3333333333333,0.01464
"693",2018,"Villamanrique sur","Halimium halimifolium","D",0,0,0,0,0,0,1,19,0.0109866666666667
"694",2017,"Villamanrique sur","Lavandula pedunculata","A",0,0,0,0,0,0,0.676923076923077,1.25,0.000525
"695",2017,"Villamanrique sur","Lavandula pedunculata","B",0,0,0,0,0,0,0.84,1.4,8e-04
"696",2015,"Villamanrique sur","Lavandula stoechas","A",3,3,0,0,15,15,0.292682926829268,1.71428571428571,0.000601428571428571
"697",2015,"Villamanrique sur","Lavandula stoechas","B",1,1,0,0,16,16,0.557662658032686,1,0.0010925
"698",2015,"Villamanrique sur","Lavandula stoechas","C",1,1,0,0,1,1,0,0,0
"699",2017,"Villamanrique sur","Lavandula stoechas","A",2,2,0,0,11,11,0,0,0
"700",2015,"Villamanrique sur","Rosmarinus officinalis","A",1,1,0,0,1,1,0,0,0
"701",2015,"Villamanrique sur","Rosmarinus officinalis","B",1,1,0,0,2,2,0,0,0
"702",2016,"Villamanrique sur","Rosmarinus officinalis","A",2,2,0,0,72,72,0.5,1.71428571428571,0.000464285714285714
"703",2016,"Villamanrique sur","Rosmarinus officinalis","B",1,2,0,0,6,6,1,1.5,0.000215
"704",2017,"Villamanrique sur","Rosmarinus officinalis","A",2,2,0,1,124,125,0,0,0
"705",2017,"Villamanrique sur","Rosmarinus officinalis","B",1,1,0,0,167,167,0,0,0
"706",2017,"Villamanrique sur","Rosmarinus officinalis","C",2,2,0,0,145,145,0,0,0
"707",2018,"Villamanrique sur","Rosmarinus officinalis","A",2,2,0,0,207,207,0,0,0
"708",2018,"Villamanrique sur","Rosmarinus officinalis","B",1,1,0,0,165,165,0,0,0
"709",2018,"Villamanrique sur","Rosmarinus officinalis","C",1,1,0,0,105,105,0,0,0
"710",2018,"Villamanrique sur","Rosmarinus officinalis","D",1,1,0,0,30,30,0,0,0
"711",2018,"Villamanrique sur","Rosmarinus officinalis","E",2,3,0,0,318,318,0,0,0
