"Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp"
"Apis mellifera","Bonares","Curro",13,1,2021,"10:30:00",1,"sol",9,57,"suave",NA,"Ulex","australis","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,120,"Ulex australis"
"Apis mellifera","Urbanizaciones","Curro",22,4,2020,"16:00:00",8,"sol",22,50,"moderado",NA,"Cistus","libanotis","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,37,"Cistus libanotis"
"Apis mellifera","Convento_de_la_luz","Curro",18,3,2021,"14:00:00",5,"sol",19,32,"fuerte",NA,"Salvia","rosmarinus","B in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,30,500,"Salvia rosmarinus"
"Apis mellifera","Convento_de_la_luz","Curro",18,3,2021,"14:00:00",5,"sol",19,32,"fuerte",NA,"Teucrium","fruticans","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,110,"Teucrium fruticans"
"Apis mellifera","Urbanizaciones","Curro",22,4,2020,"16:00:00",8,"sol",22,50,"moderado",NA,"Lavandula","stoechas","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,100,"Lavandula stoechas"
"Apis mellifera","Bonares",NA,6,4,2021,"10:15:00",7,"sol",18,65,"moderado",NA,"Lavandula","stoechas","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,1100,"Lavandula stoechas"
"Apis mellifera","La_cunya","Curro",21,2,2020,"12:30:00",3,"sol",18,53,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,3,"Salvia rosmarinus"
"Apis mellifera","La_cunya","Curro",13,1,2021,"16:00:00",1,"sol",13,50,"sin_viento",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,140,"Salvia rosmarinus"
"Apis mellifera","Bonares",NA,6,4,2021,"10:15:00",7,"sol",18,65,"moderado",NA,"Lavandula","stoechas","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,940,"Lavandula stoechas"
"Apis mellifera","La_cunya","Curro",13,1,2021,"16:00:00",1,"sol",13,50,"sin_viento",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,150,"Salvia rosmarinus"
"Apis mellifera","Urbanizaciones","Curro",18,3,2021,"16:00:00",5,"sol",21,31,"fuerte",NA,"Lavandula","stoechas","B in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,500,"Lavandula stoechas"
"Apis mellifera","Urbanizaciones","Curro",18,3,2021,"16:00:00",5,"sol",21,31,"fuerte",NA,"Lavandula","stoechas","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,12,490,"Lavandula stoechas"
"Apis mellifera","Urbanizaciones","Curro",18,3,2021,"16:00:00",5,"sol",21,31,"fuerte",NA,"Salvia","rosmarinus","A in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,350,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",19,3,2021,"10:00:00",5,"sol",18,68,"fuerte",NA,"Salvia","rosmarinus","A in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,350,"Salvia rosmarinus"
"Apis mellifera","Pino_del_cuervo","Curro",1,5,2019,"14:30:00",7,"sol",29,44,"moderado",NA,"Lavandula","stoechas","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,90,"Lavandula stoechas"
"Apis mellifera","El_pozo","Curro",19,3,2021,"10:00:00",5,"sol",18,68,"fuerte",NA,"Cistus","ladanifer","C in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,13,"Cistus ladanifer"
"Apis mellifera","Pino_del_cuervo","Curro",23,4,2020,"14:00:00",8,"sol_y_nubes",24,55,"moderado",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,37,"Cistus crispus"
"Apis mellifera","El_pozo","Curro",19,3,2021,"10:00:00",5,"sol",18,68,"fuerte",NA,"Retama","sphaerocarpa","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,150,"Retama sphaerocarpa"
"Apis mellifera","El_pozo","Curro",19,3,2021,"10:00:00",5,"sol",18,68,"fuerte",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,100,"Lavandula pedunculata"
"Apis mellifera","Pino_del_cuervo","Curro",19,3,2021,"12:00:00",5,"sol",19,65,"fuerte",NA,"Cistus","ladanifer","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,19,"Cistus ladanifer"
"Apis mellifera","Villamanrique_este","Curro",2,5,2019,"13:00:00",7,"sol",28,30,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,52,"Cistus crispus"
"Apis mellifera","Convento_de_la_luz","Curro",28,1,2021,"10:30:00",2,"sol",13,75,"sin_viento",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,1000,"Salvia rosmarinus"
"Apis mellifera","La_rocina","Curro",19,3,2021,"16:00:00",5,"sol",23,50,"fuerte",NA,"Spartium","junceum","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,75,"Spartium junceum"
"Apis mellifera","Esparragal","Curro",22,3,2021,"9:50:00",6,"sol",16,71,"suave",NA,"Cistus","salviifolius","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,13,"Cistus salviifolius"
"Apis mellifera","Convento_de_la_luz","Curro",4,5,2020,"12:00:00",9,"sol",25,40,"fuerte",NA,"Halimium","halimifolium","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,85,"Halimium halimifolium"
"Apis mellifera","Convento_de_la_luz","Curro",6,5,2019,"11:30:00",7,"sol",25,37,"suave",NA,"Halimium","halimifolium","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,32,"Halimium halimifolium"
"Apis mellifera","La_cunya","Curro",22,3,2021,"12:05:00",6,"sol",19,62,"suave",NA,"Lavandula","pedunculata","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,16,360,"Lavandula pedunculata"
"Apis mellifera","Urbanizaciones","Curro",4,5,2020,"14:00:00",9,"sol",26,40,"fuerte",NA,"Halimium","halimifolium","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,50,"Halimium halimifolium"
"Apis mellifera","Urbanizaciones","Curro",4,5,2020,"14:00:00",9,"sol",26,40,"fuerte",NA,"Halimium","halimifolium","C in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,33,"Halimium halimifolium"
"Apis mellifera","La_cunya","Curro",22,3,2021,"12:05:00",6,"sol",19,62,"suave",NA,"Cistus","salviifolius","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,130,"Cistus salviifolius"
"Apis mellifera","Pino_del_cuervo","Curro",22,3,2021,"14:05:00",6,"sol",21,59,"suave",NA,"Erica","cinerea","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,1000,"Erica cinerea"
"Apis mellifera","Urbanizaciones","Curro",4,5,2020,"14:00:00",9,"sol",26,40,"fuerte",NA,"Galactites","tomentosa","pull",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,28,"Galactites tomentosa"
"Apis mellifera","Villamanrique_sur","Curro",13,5,2019,"12:30:00",8,"sol",34,20,"moderado",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,9,"Cistus crispus"
"Apis mellifera","Pino_del_cuervo","Curro",22,3,2021,"14:05:00",6,"sol",21,59,"suave",NA,"Cistus","ladanifer","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,4,"Cistus ladanifer"
"Apis mellifera","Esparragal","Curro",4,5,2020,"16:00:00",9,"sol",26,40,"fuerte",NA,"Halimium","halimifolium","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,31,"Halimium halimifolium"
"Apis mellifera","El_pozo","Curro",22,3,2021,"16:00:00",6,"sol",23,55,"suave",NA,"Cistus","ladanifer","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,5,"Cistus ladanifer"
"Apis mellifera","Pino_del_cuervo","Curro",15,5,2019,"11:30:00",8,"sol",26,35,"moderado",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,17,"Cistus crispus"
"Apis mellifera","La_rocina","Curro",23,3,2021,"10:00",6,"sol",17,79,"suave",NA,"Cytisus","scoparius","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,25,250,"Cytisus scoparius"
"Apis mellifera","Villamanrique_sur","Curro",1,2,2021,"14:00:00",2,"sol_y_nubes",18,55,"moderado",NA,"Salvia","rosmarinus","A in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,25,500,"Salvia rosmarinus"
"Apis mellifera","La_cunya","Curro",6,5,2020,"10:00:00",9,"sol",21,62,"fuerte",NA,"Lavandula","pedunculata","C in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,20,"Lavandula pedunculata"
"Apis mellifera","Laguna_del_ojillo","Curro",4,2,2020,"12:00:00",1,"sol",19,59,"moderado",NA,"Erophaca","baetica","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,80,"Erophaca baetica"
"Apis mellifera","Villamanrique_este","Curro",9,3,2020,"13:30:00",5,"sol",24,NA,"suave",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,200,"Salvia rosmarinus"
"Apis mellifera","Pino_del_cuervo","Curro",7,5,2020,"11:00:00",9,"sol",22,39,"moderado",NA,"Cistus","crispus","C in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,87,"Cistus crispus"
"Apis mellifera","Aznalcazar","Curro",5,2,2020,"11:00:00",1,"sol",16,53,"sin_viento",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,200,"Salvia rosmarinus"
"Apis mellifera","Urbanizaciones","Curro",23,3,2021,"16:00",6,"sol",25,57,"suave",NA,"Halimium","calycinum","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,33,"Halimium calycinum"
"Apis mellifera","Pino_del_cuervo","Curro",7,5,2020,"11:00:00",9,"sol",22,39,"moderado",NA,"Lavandula","stoechas","E in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,80,"Lavandula stoechas"
"Apis mellifera","Urbanizaciones","Curro",23,3,2021,"16:00",6,"sol",25,57,"suave",NA,"Halimium","calycinum","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,21,"Halimium calycinum"
"Apis mellifera","Pino_del_cuervo","Curro",7,5,2020,"11:00:00",9,"sol",22,39,"moderado",NA,"Halimium","halimifolium","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,37,"Halimium halimifolium"
"Apis mellifera","Urbanizaciones","Curro",23,3,2021,"16:00",6,"sol",25,57,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,16,280,"Salvia rosmarinus"
"Apis mellifera","La_rocina","Curro",5,2,2020,"14:30:00",1,"sol",20,47,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,50,"Salvia rosmarinus"
"Apis mellifera","Urbanizaciones","Curro",23,3,2021,"16:00",6,"sol",25,57,"suave",NA,"Lavandula","pedunculata","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,800,"Lavandula pedunculata"
"Apis mellifera","Urbanizaciones","Curro",10,2,2020,"12:00:00",2,"sol",20,52,"sin_viento",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,50,120,"Salvia rosmarinus"
"Apis mellifera","Urbanizaciones","Curro",18,5,2020,"14:00:00",10,"sol",28,30,"suave",NA,"Cistus","crispus","B in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,9,"Cistus crispus"
"Apis mellifera","Urbanizaciones","Curro",18,5,2020,"14:00:00",10,"sol",28,30,"suave",NA,"Cistus","crispus","B in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,9,"Cistus crispus"
"Apis mellifera","Esparragal","Curro",18,5,2020,"16:00:00",10,"sol",29,30,"suave",NA,"Halimium","halimifolium","D in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,20,"Halimium halimifolium"
"Apis mellifera","Villamanrique_este","Curro",24,3,2021,"10:00:00",6,"sol",20,79,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,30,1000,"Salvia rosmarinus"
"Apis mellifera","Villamanrique_este","Curro",19,5,2020,"13:30:00",10,"sol",25,40,"suave",NA,"Halimium","halimifolium","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,12,"Halimium halimifolium"
"Apis mellifera","El_pozo","Curro",11,2,2020,"16:30:00",2,"sol",21,50,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,50,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",11,2,2020,"16:30:00",2,"sol",21,50,"suave",NA,"Halimium","calycinum","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,7,"Halimium calycinum"
"Apis mellifera","Aznalcazar","Curro",19,5,2020,"17:30:00",10,"sol",33,30,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,25,"Cistus crispus"
"Apis mellifera","Aznalcazar","Curro",13,2,2020,"11:30:00",2,"sol_y_nubes",17,56,"suave",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,400,"Salvia rosmarinus"
"Apis mellifera","Aznalcazar","Curro",13,2,2020,"11:30:00",2,"sol_y_nubes",17,56,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,50,300,"Salvia rosmarinus"
"Apis mellifera","Aznalcazar","Curro",19,5,2020,"17:30:00",10,"sol",33,30,"suave",NA,"Cistus","crispus","E in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,21,"Cistus crispus"
"Apis mellifera","Aznalcazar","Curro",24,3,2021,"12:15:00",6,"sol",21,65,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,30,200,"Salvia rosmarinus"
"Apis mellifera","Laguna_del_ojillo","Curro",12,3,2020,"11:00:00",5,"sol_y_nubes",18,NA,"moderado",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,100,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",18,2,2020,"11:00:00",3,"sol",17,56,"sin_viento",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,30,1000,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",18,2,2020,"11:00:00",3,"sol",17,56,"sin_viento",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,200,1000,"Salvia rosmarinus"
"Apis mellifera","Villamanrique_sur","Curro",24,3,2021,"14:20:00",6,"sol_y_nubes",22,59,"suave",NA,"Lavandula","stoechas","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,740,"Lavandula stoechas"
"Apis mellifera","Laguna_del_ojillo","Curro",20,5,2020,"13:30:00",10,"sol",28,35,"suave",NA,"Halimium","halimifolium","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,4,"Halimium halimifolium"
"Apis mellifera","Villamanrique_sur","Curro",24,3,2021,"14:20:00",6,"sol_y_nubes",22,59,"suave",NA,"Lavandula","stoechas","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,360,"Lavandula stoechas"
"Apis mellifera","Villamanrique_sur","Curro",24,3,2021,"14:20:00",6,"sol_y_nubes",22,59,"suave",NA,"Lavandula","stoechas","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,570,"Lavandula stoechas"
"Apis mellifera","La_rocina","Curro",20,5,2020,"15:30:00",10,"sol",29,30,"suave",NA,"Halimium","halimifolium","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,6,"Halimium halimifolium"
"Apis mellifera","Villamanrique_sur","Curro",24,3,2021,"14:20:00",6,"sol_y_nubes",22,59,"suave",NA,"Cistus","ladanifer","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,5,"Cistus ladanifer"
"Apis mellifera","Laguna_del_ojillo","Curro",12,3,2020,"11:00:00",5,"sol_y_nubes",18,NA,"moderado",NA,"Cistus","salviifolius","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,12,"Cistus salviifolius"
"Apis mellifera","Pinares_de_hinojos","Curro",24,3,2021,"16:30:00",6,"sol",25,51,"suave",NA,"Spartium","junceum","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,400,"Spartium junceum"
"Apis mellifera","Pinares_de_hinojos","Curro",24,3,2021,"16:30:00",6,"sol",25,51,"suave",NA,"Spartium","junceum","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,100,"Spartium junceum"
"Apis mellifera","Villamanrique_este",NA,5,5,2021,"14:00:00",10,"sol",22,55,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,39,"Cistus crispus"
"Apis mellifera","Bonares","Curro",18,3,2021,"12:00:00",6,"sol",21,67,"suave",NA,"Halimium","calycinum","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,21,"Halimium calycinum"
"Apis mellifera","Pinares_de_hinojos","Curro",12,1,2021,"10:00:00",1,"sol",9,59,"moderado",NA,"Erophaca","baetica","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,9,"Erophaca baetica"
"Apis mellifera","Villamanrique_este","Curro",12,1,2021,"12:00:00",1,"sol",10,55,"moderado",NA,"Salvia","rosmarinus","A in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,550,"Salvia rosmarinus"
"Apis mellifera","Villamanrique_sur","Curro",12,1,2021,"13:30:00",1,"sol",11,59,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,150,"Salvia rosmarinus"
"Apis mellifera","Villamanrique_sur","Curro",12,1,2021,"13:30:00",1,"sol",11,59,"moderado",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,9,1000,"Salvia rosmarinus"
"Apis mellifera","Villamanrique_sur","Curro",12,1,2021,"13:30:00",1,"sol",11,59,"moderado",NA,"Ulex","australis","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,70,"Ulex australis"
"Apis mellifera","Laguna_del_ojillo","Curro",17,2,2021,"10:30:00",3,"sol",15,72,"suave",NA,"Erophaca","baetica","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,31,"Erophaca baetica"
"Apis mellifera","Villamanrique_sur","Curro",19,2,2020,"12:00:00",3,"sol",23,47,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,500,"Salvia rosmarinus"
"Apis mellifera","Villamanrique_este","Curro",19,2,2020,"13:30:00",3,"sol_y_nubes",25,40,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,350,"Salvia rosmarinus"
"Apis mellifera","Aznalcazar","Curro",12,1,2021,"15:00:00",1,"sol",11,55,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,95,"Salvia rosmarinus"
"Apis mellifera","Convento_de_la_luz","Curro",13,1,2021,"12:00:00",1,"sol",10,60,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,50,2000,"Salvia rosmarinus"
"Apis mellifera","Urbanizaciones","Curro",13,1,2021,"13:30:00",1,"sol",11,55,"suave",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,120,"Salvia rosmarinus"
"Apis mellifera","Urbanizaciones",NA,5,4,2021,"16:00:00",7,"sol",25,50,"fuerte",NA,"Lavandula","pedunculata","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,9,1800,"Lavandula pedunculata"
"Apis mellifera","Urbanizaciones","Curro",13,1,2021,"13:30:00",1,"sol",11,55,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,100,"Salvia rosmarinus"
"Apis mellifera","Esparragal","Curro",13,1,2021,"15:00:00",1,"sol",12,51,"sin_viento",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,200,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",14,1,2021,"10:30:00",1,"sol",9,70,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,100,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",14,1,2021,"10:30:00",1,"sol",9,70,"moderado",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,110,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",14,1,2021,"10:30:00",1,"sol",9,70,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,250,"Salvia rosmarinus"
"Apis mellifera","Bonares","Curro",2,3,2021,"10:00:00",4,"sol",16,85,"suave",NA,"Cistus","salviifolius","B in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,3,"Cistus salviifolius"
"Apis mellifera","Laguna_del_ojillo","Curro",14,1,2021,"14:00:00",1,"sol",11,55,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,200,"Salvia rosmarinus"
"Apis mellifera","Laguna_del_ojillo","Curro",14,1,2021,"14:00:00",1,"sol",11,55,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,60,"Salvia rosmarinus"
"Apis mellifera","Laguna_del_ojillo","Curro",14,1,2021,"14:00:00",1,"sol",11,55,"suave",NA,"Ulex","australis","A in",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,12,"Ulex australis"
"Apis mellifera","Laguna_del_ojillo","Curro",14,1,2021,"14:00:00",1,"sol",11,55,"suave",NA,"Erophaca","baetica","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,11,"Erophaca baetica"
"Apis mellifera","Aznalcazar","Curro",25,2,2020,"16:00:00",4,"sol",23,35,"fuerte",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,80,"Salvia rosmarinus"
"Apis mellifera","Aznalcazar","Curro",25,2,2020,"16:00:00",4,"sol",23,35,"fuerte",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,120,300,"Salvia rosmarinus"
"Apis mellifera","Convento_de_la_luz","Curro",28,1,2021,"10:30:00",2,"sol",13,75,"sin_viento",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,25,830,"Salvia rosmarinus"
"Apis mellifera","La_rocina",NA,6,4,2021,"14:30:00",7,"sol",24,55,"moderado",NA,"Lavandula","pedunculata","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,840,"Lavandula pedunculata"
"Apis mellifera","La_cunya","Curro",26,2,2020,"10:00:00",4,"sol",14,58,"moderado",NA,"Genista","hirsuta","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,18,"Genista hirsuta"
"Apis mellifera","La_cunya","Curro",26,2,2020,"10:00:00",4,"sol",14,58,"moderado",NA,"Genista","hirsuta","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,9,"Genista hirsuta"
"Apis mellifera","Urbanizaciones","Curro",28,1,2021,"12:00:00",2,"sol",17,65,"moderado",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,43,1000,"Salvia rosmarinus"
"Apis mellifera","Convento_de_la_luz","Curro",26,2,2020,"13:30:00",4,"sol",18,45,"suave",NA,"Cistus","salviifolius","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"unknown",NA,NA,1,6,"Cistus salviifolius"
"Apis mellifera","Pino_del_cuervo",NA,7,4,2021,"10:00:00",7,"sol_y_nubes",16,75,"moderado",NA,"Cistus","ladanifer","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,31,"Cistus ladanifer"
"Apis mellifera","La_cunya","Curro",28,1,2021,"17:00:00",2,"sol",21,50,"suave",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,100,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",29,1,2021,"11:00:00",2,"sol",14,77,"sin_viento",NA,"Salvia","rosmarinus","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,230,"Salvia rosmarinus"
"Apis mellifera","El_pozo","Curro",29,1,2021,"11:00:00",2,"sol",14,77,"sin_viento",NA,"Salvia","rosmarinus","C",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,6,13,"Salvia rosmarinus"
"Apis mellifera","Pino_del_cuervo","Curro",29,1,2021,"15:00:00",2,"sol_y_nubes",15,65,"sin_viento",NA,"Salvia","rosmarinus","A",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,150,"Salvia rosmarinus"
"Apis mellifera","Pino_del_cuervo","Curro",29,1,2021,"15:00:00",2,"sol_y_nubes",15,65,"sin_viento",NA,"Halimium","calycinum","B",NA,"focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,5,"Halimium calycinum"
