"Site_ID","Year","Plant_genus","Plant_species","Plant_ID","Fruit_number","Seed_number","Seeds","Fruit_weight","Seed_weight","Notes","Plant_gen_sp"
"Urbanizaciones",2016,"Lavandula","pedunculata","A1","b",NA,0,0.00273,NA,"1 aborto","Lavandula pedunculata"
"Urbanizaciones",2016,"Lavandula","pedunculata","A1","c","1",4,0.00407,0.00057,NA,"Lavandula pedunculata"
"Urbanizaciones",2016,"Lavandula","pedunculata","A1","c","2",NA,NA,0.00026,NA,"Lavandula pedunculata"
"Urbanizaciones",2016,"Lavandula","pedunculata","A1","c","3",NA,NA,0.00011,NA,"Lavandula pedunculata"
"Urbanizaciones",2016,"Lavandula","pedunculata","A1","c","4",NA,NA,0.00038,NA,"Lavandula pedunculata"
"Urbanizaciones",2016,"Lavandula","stoechas","A1","a","1",1,0.00188,0.00021,"3 abortos","Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","A1","b","1",2,0.00319,0.00046,"2 abortos","Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","A1","b","2",NA,NA,0.00017,NA,"Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","A1","c","1",2,0.00247,0.00032,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","A1","c","2",NA,NA,0.00029,NA,"Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","B1","a","1",1,0.00266,0.00028,"1 aborto","Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","B1","b","1",1,0.00262,0.00048,"2 abortos","Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","B1","c","1",2,0.00336,0.00039,"2 abortos","Lavandula stoechas"
"Urbanizaciones",2016,"Lavandula","stoechas","B1","c","2",NA,NA,0.00023,NA,"Lavandula stoechas"
"La_rocina",2016,"Lavandula","pedunculata","A1","a","1",3,0.00413,0.00069,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","A1","a","2",NA,NA,0.00066,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","A1","a","3",NA,NA,0.00062,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","A1","b","1",3,0.00489,0.00075,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","A1","b","2",NA,NA,0.00078,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","A1","b","3",NA,NA,0.00065,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","A1","c","1",2,0.00342,0.00062,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","A1","c","2",NA,NA,0.00062,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","a","1",4,0.00323,0.00028,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","a","2",NA,NA,0.00042,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","a","3",NA,NA,0.00021,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","a","4",NA,NA,0.00046,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","b","1",3,0.00208,3e-04,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","b","2",NA,NA,0.00018,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","b","3",NA,NA,0.00013,NA,"Lavandula pedunculata"
"La_rocina",2016,"Lavandula","pedunculata","B1","c",NA,0,0.00171,NA,NA,"Lavandula pedunculata"
"La_rocina",2016,"Salvia","rosmarinus","A1","a",NA,NA,NA,NA,"no hay frutos","Salvia rosmarinus"
"La_rocina",2016,"Halimium","halimifolium",NA,NA,NA,NA,NA,NA,"no hay frutos formados","Halimium halimifolium"
"La_rocina",2016,"Halimium","halimifolium","B1","a","all",27,0.03207,0.01304,NA,"Halimium halimifolium"
"La_rocina",2016,"Halimium","halimifolium","B1","b","all",5,0.01467,0.00255,NA,"Halimium halimifolium"
"La_rocina",2016,"Halimium","halimifolium","B1","c","all",8,0.01651,0.00161,"semillas apelmazadas","Halimium halimifolium"
"Aznalcazar",2016,"Teucrium","fruticans","A1","a",NA,NA,NA,NA,"no hay frutos formados","Teucrium fruticans"
"Aznalcazar",2016,"Teucrium","fruticans","B1","a",NA,NA,NA,NA,"no hay frutos formados","Teucrium fruticans"
"Aznalcazar",2016,"Cistus","ladanifer","A1","a","all",245,0.32901,0.07526,"Predado","Cistus ladanifer"
"Aznalcazar",2016,"Cistus","ladanifer","A1","b","all",495,0.41895,0.15022,NA,"Cistus ladanifer"
"Aznalcazar",2016,"Cistus","ladanifer","A1","c","all",328,0.42128,0.09912,"Predado, con insecto adulto dentro","Cistus ladanifer"
"Aznalcazar",2016,"Cistus","ladanifer","B1","a","all",112,0.16921,0.03554,NA,"Cistus ladanifer"
"Aznalcazar",2016,"Cistus","ladanifer","B1","b","all",236,0.25079,0.07058,"Predado","Cistus ladanifer"
"Aznalcazar",2016,"Cistus","ladanifer","B1","c","all",428,0.31441,0.11551,NA,"Cistus ladanifer"
"Aznalcazar",2016,"Cistus","salviifolius","A1","a","all",8,0.04882,0.01223,NA,"Cistus salviifolius"
"Aznalcazar",2016,"Cistus","salviifolius","A1","b","all",17,0.07059,0.02369,NA,"Cistus salviifolius"
"Aznalcazar",2016,"Cistus","salviifolius","A1","c","all",6,0.04569,0.00977,NA,"Cistus salviifolius"
"Aznalcazar",2016,"Cistus","salviifolius","B1","a","all",21,0.10476,0.03406,NA,"Cistus salviifolius"
"Aznalcazar",2016,"Cistus","salviifolius","B1","b","all",16,0.07433,0.02312,NA,"Cistus salviifolius"
"Aznalcazar",2016,"Cistus","salviifolius","C1","a","all",47,0.09765,0.0547,NA,"Cistus salviifolius"
"Aznalcazar",2016,"Cistus","salviifolius","C1","b","all",66,0.12911,0.08143,NA,"Cistus salviifolius"
"Aznalcazar",2016,"Lavandula","pedunculata","A1","a","1",2,0.00262,0.00033,NA,"Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","A1","a","2",NA,NA,0.00061,NA,"Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","A1","b","1",1,0.00218,0.00039,"1 aborto","Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","A1","c","1",1,0.00298,0.00066,"1 aborto","Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","B1","a","1",2,0.0038,0.00061,"1 aborto","Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","B1","a","2",NA,NA,0.00066,NA,"Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","B1","b","1",3,0.00414,0.00032,NA,"Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","B1","b","2",NA,NA,0.00066,NA,"Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","B1","b","3",NA,NA,0.00077,NA,"Lavandula pedunculata"
"Aznalcazar",2016,"Lavandula","pedunculata","B1","c",NA,0,0.00247,NA,"1 aborto","Lavandula pedunculata"
"El_pozo",2016,"Cistus","salviifolius","A1","a",NA,0,0.05846,0,"Predado","Cistus salviifolius"
"El_pozo",2016,"Cistus","salviifolius","A1","b","all",58,0.10371,0.04905,NA,"Cistus salviifolius"
"El_pozo",2016,"Cistus","salviifolius","A1","c","all",38,0.08705,0.04012,NA,"Cistus salviifolius"
"El_pozo",2016,"Cistus","salviifolius","B1","a","all",31,0.08788,0.03205,"Predado","Cistus salviifolius"
"El_pozo",2016,"Cistus","salviifolius","B1","b","all",15,0.05191,0.01989,NA,"Cistus salviifolius"
"El_pozo",2016,"Halimium","halimifolium","A1","a","all",8,0.01744,0.00339,NA,"Halimium halimifolium"
"El_pozo",2016,"Halimium","halimifolium","A1","b","all",17,0.02127,0.00634,NA,"Halimium halimifolium"
"El_pozo",2016,"Halimium","halimifolium","A1","c","all",15,0.0204,0.00554,NA,"Halimium halimifolium"
"El_pozo",2016,"Halimium","halimifolium","B1","a","all",5,0.01351,0.00201,NA,"Halimium halimifolium"
"El_pozo",2016,"Halimium","halimifolium","B1","b","1",2,0.00742,0.00059,NA,"Halimium halimifolium"
"El_pozo",2016,"Halimium","halimifolium","B1","b","2",NA,NA,0.00053,NA,"Halimium halimifolium"
"El_pozo",2016,"Salvia","rosmarinus","A1","a","1",3,NA,0.00171,"frutos deshechos, semillas dispersas","Salvia rosmarinus"
"El_pozo",2016,"Salvia","rosmarinus","A1","a","2",NA,NA,0.00039,NA,"Salvia rosmarinus"
"El_pozo",2016,"Salvia","rosmarinus","A1","a","3",NA,NA,0.00068,NA,"Salvia rosmarinus"
"El_pozo",2016,"Salvia","rosmarinus","B1","a",NA,NA,NA,NA,"no hay frutos","Salvia rosmarinus"
"El_pozo",2016,"Cistus","ladanifer","A1","a","all",175,0.29596,0.04105,"Predado con insecto adulto dentro","Cistus ladanifer"
"El_pozo",2016,"Cistus","ladanifer","B1","a","all",57,0.23297,0.00275,"Predado, masa oscura dentro de cada valva, casi sin semillas","Cistus ladanifer"
"El_hongo",2016,"Cistus","salviifolius","A1","a","all",70,0.11949,0.0677,NA,"Cistus salviifolius"
"El_hongo",2016,"Cistus","salviifolius","A1","b","all",58,0.09567,0.04861,NA,"Cistus salviifolius"
"El_hongo",2016,"Cistus","salviifolius","A1","c","all",22,0.06355,0.02552,NA,"Cistus salviifolius"
"El_hongo",2016,"Cistus","salviifolius","B1","a","all",37,0.08834,0.04278,NA,"Cistus salviifolius"
"El_hongo",2016,"Cistus","salviifolius","B1","b","all",5,0.04963,0.00554,"Predado","Cistus salviifolius"
"El_hongo",2016,"Cistus","albidus","A1","a","all",102,0.17506,0.0948,NA,"Cistus albidus"
"El_hongo",2016,"Cistus","albidus","A1","b","all",96,0.14861,0.08218,NA,"Cistus albidus"
"El_hongo",2016,"Cistus","albidus","A1","c","all",96,0.16043,0.07228,"Predado","Cistus albidus"
"El_hongo",2016,"Cistus","crispus","A1","a",NA,NA,0.02199,NA,"Predado, sin semillas","Cistus crispus"
"El_hongo",2016,"Cistus","crispus","B1","a","1",3,0.01887,0.00069,NA,"Cistus crispus"
"El_hongo",2016,"Cistus","crispus","B1","a","2",NA,NA,0.00078,NA,"Cistus crispus"
"El_hongo",2016,"Cistus","crispus","B1","a","3",NA,NA,0.00031,NA,"Cistus crispus"
"El_hongo",2016,"Lavandula","stoechas","A1","a",NA,0,0.00288,NA,NA,"Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","A1","b","1",1,0.00276,0.00058,"1 aborto","Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","A1","c",NA,0,0.00346,NA,NA,"Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","A1","d","1",2,0.00359,0.00052,"2 abortos","Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","A1","d","2",NA,NA,0.00049,NA,"Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","B1","a","1",2,0.00402,0.00066,"1 aborto","Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","B1","a","2",NA,NA,0.00075,NA,"Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","B1","b","1",1,0.00296,0.00059,"3 abortos","Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","B1","c","1",4,0.00672,0.00066,NA,"Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","B1","c","2",NA,NA,0.00075,NA,"Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","B1","c","3",NA,NA,0.00072,NA,"Lavandula stoechas"
"El_hongo",2016,"Lavandula","stoechas","B1","c","4",NA,NA,8e-04,NA,"Lavandula stoechas"
"Esparragal",2016,"Halimium","calycinum","A1","a","all",6,0.03511,0.02293,NA,"Halimium calycinum"
"Esparragal",2016,"Halimium","calycinum","A1","b","1",1,0.01146,0.00533,"1 solo semilla, parecen varias juntas pero no se separan","Halimium calycinum"
"Esparragal",2016,"Halimium","calycinum","B1","a","1",3,0.02467,0.00569,NA,"Halimium calycinum"
"Esparragal",2016,"Halimium","calycinum","B1","a","2",NA,NA,0.00464,NA,"Halimium calycinum"
"Esparragal",2016,"Halimium","calycinum","B1","a","3",NA,NA,0.00455,NA,"Halimium calycinum"
"Esparragal",2016,"Halimium","calycinum","B1","b","1",2,0.01569,0.00453,NA,"Halimium calycinum"
"Esparragal",2016,"Halimium","calycinum","B1","b","2",NA,NA,0.00389,NA,"Halimium calycinum"
"Esparragal",2016,"Cistus","crispus","A1","a","all",39,0.03881,0.01748,NA,"Cistus crispus"
"Esparragal",2016,"Cistus","crispus","A1","b","all",16,0.02269,0.00862,NA,"Cistus crispus"
"Esparragal",2016,"Cistus","crispus","A1","c","all",40,0.04052,0.01905,NA,"Cistus crispus"
"Esparragal",2016,"Cistus","crispus","B1","a","all",22,0.02822,0.01016,NA,"Cistus crispus"
"Esparragal",2016,"Cistus","crispus","B1","b","all",17,0.03189,0.00743,"Predado","Cistus crispus"
"Esparragal",2016,"Cistus","crispus","B1","c",NA,NA,NA,NA,NA,"Cistus crispus"
"Esparragal",2016,"Cistus","salviifolius","A1","a","all",30,0.06287,0.03294,NA,"Cistus salviifolius"
"Esparragal",2016,"Cistus","salviifolius","A1","b","all",42,0.08319,0.04988,NA,"Cistus salviifolius"
"Esparragal",2016,"Cistus","salviifolius","A1","c","all",25,0.01842,0.00245,NA,"Cistus salviifolius"
"Esparragal",2016,"Cistus","salviifolius","B1","a","all",17,0.08005,0.01967,"Predado","Cistus salviifolius"
"Esparragal",2016,"Cistus","salviifolius","B1","b","all",20,0.06521,0.02439,"Predado","Cistus salviifolius"
"Esparragal",2016,"Cistus","salviifolius","B1","c",NA,0,0.0363,NA,"Predado","Cistus salviifolius"
"Esparragal",2016,"Halimium","halimifolium","A1","a","all",30,0.02145,0.00476,"las semillas parecen no viables","Halimium halimifolium"
"Esparragal",2016,"Halimium","halimifolium","A1","b","all",19,0.01195,0.00207,"las semillas parecen no viables","Halimium halimifolium"
"Esparragal",2016,"Halimium","halimifolium","A1","c","all",15,0.01226,0.00214,"las semillas parecen no viables","Halimium halimifolium"
"Esparragal",2016,"Halimium","halimifolium","B1","a","all",37,0.04635,0.01215,NA,"Halimium halimifolium"
"Esparragal",2016,"Halimium","halimifolium","B1","b","all",14,0.02463,0.00768,NA,"Halimium halimifolium"
"Esparragal",2016,"Halimium","halimifolium","B1","c","all",24,0.03449,0.01253,NA,"Halimium halimifolium"
"Esparragal",2016,"Lavandula","stoechas","A1","a",NA,0,0.00146,NA,"2 abortos","Lavandula stoechas"
"Esparragal",2016,"Lavandula","stoechas","A1","b","1",1,0.00342,8e-04,"1 aborto","Lavandula stoechas"
"Esparragal",2016,"Lavandula","stoechas","A1","c","1",1,0.00258,0.00037,NA,"Lavandula stoechas"
"Esparragal",2016,"Lavandula","stoechas","B1","a","1",1,0.00192,9e-05,NA,"Lavandula stoechas"
"Esparragal",2016,"Lavandula","stoechas","B1","b","1",1,0.00289,0.00086,NA,"Lavandula stoechas"
"Esparragal",2016,"Lavandula","stoechas","B1","c","1",1,0.00262,5e-04,NA,"Lavandula stoechas"
"La_rocina",2017,"Halimium","halimifolium","HH1","1a","all",18,0.03509,0.01054,NA,"Halimium halimifolium"
"La_rocina",2017,"Halimium","halimifolium","HH1","1b","all",10,0.02871,0.00562,NA,"Halimium halimifolium"
"La_rocina",2017,"Halimium","halimifolium","HH1","1c","all",12,0.01658,0.00219,NA,"Halimium halimifolium"
"La_rocina",2017,"Halimium","halimifolium","HH2","1a","all",20,0.02659,0.01019,NA,"Halimium halimifolium"
"La_rocina",2017,"Halimium","halimifolium","HH2","1b","all",12,0.02178,0.00415,NA,"Halimium halimifolium"
"La_rocina",2017,"Halimium","halimifolium","HH2","1c","all",21,0.0295,0.01157,NA,"Halimium halimifolium"
"La_rocina",2017,"Lavandula","pedunculata","LP1","1a","1",3,0.00434,0.00075,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP1","1a","2",NA,NA,6e-04,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP1","1a","3",NA,NA,0.00072,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP1","1b","1",2,0.00408,0.00105,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP1","1b","2",NA,NA,0.00036,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP2","1a","1",4,0.00402,0.00034,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP2","1a","2",NA,NA,0.00029,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP2","1a","3",NA,NA,0.00074,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP2","1a","4",NA,NA,0.00068,NA,"Lavandula pedunculata"
"La_rocina",2017,"Lavandula","pedunculata","LP2","1b","1",1,0.00172,0.00014,"1 aborto","Lavandula pedunculata"
"Cotito_de_santa_teresa",2017,"Asphodelus","fistulosus","AF1","1a","all",4,0.02711,0.00397,NA,"Asphodelus fistulosus"
"Cotito_de_santa_teresa",2017,"Asphodelus","fistulosus","AF1","1b","1",1,0.01785,0.00187,NA,"Asphodelus fistulosus"
"Cotito_de_santa_teresa",2017,"Asphodelus","fistulosus","AF2","1a","all",4,0.06992,0.02038,"2 abortos","Asphodelus fistulosus"
"Cotito_de_santa_teresa",2017,"Asphodelus","fistulosus","AF2","1b","1",2,0.05105,0.00508,NA,"Asphodelus fistulosus"
"Cotito_de_santa_teresa",2017,"Asphodelus","fistulosus","AF2","1b","2",NA,NA,0.00776,NA,"Asphodelus fistulosus"
"Cotito_de_santa_teresa",2017,"Asphodelus","fistulosus","AF2","1c","all",6,0.0684,0.02368,NA,"Asphodelus fistulosus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROA","1a","1",3,0.00156,0.00017,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROA","1a","2",NA,NA,0.00018,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROA","1a","3",NA,NA,0.00015,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROA","1b","1",4,0.00222,0.00026,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROA","1b","2",NA,NA,0.00025,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROA","1b","3",NA,NA,3e-04,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROA","1b","4",NA,NA,0.00027,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROB","1a","1",3,0.00471,0.00077,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROB","1a","2",NA,NA,0.00087,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROB","1a","3",NA,NA,0.00056,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROB","1b","1",3,0.00557,0.00101,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROB","1b","2",NA,NA,0.00105,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROB","1b","3",NA,NA,0.00098,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROC","1a","1",2,0.00192,0.00019,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROC","1a","2",NA,NA,0.00021,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROC","1b","1",2,0.00219,0.00034,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Salvia","rosmarinus","ROC","1b","2",NA,NA,0.00032,NA,"Salvia rosmarinus"
"Cotito_de_santa_teresa",2017,"Cistus","crispus","CC1","1a",NA,NA,NA,NA,"frutos no formados, muy pequeños","Cistus crispus"
"Cotito_de_santa_teresa",2017,"Cistus","crispus","CC2","1a","all",23,0.04181,0.01214,NA,"Cistus crispus"
"Cotito_de_santa_teresa",2017,"Cistus","crispus","CC2","1b","all",16,0.03368,0.0104,NA,"Cistus crispus"
"Bonares",2017,"Lavandula","pedunculata","LP1","1a","1",2,0.00423,0.00061,"2 abortos","Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP1","1a","2",NA,NA,0.00058,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP1","1b","1",2,0.00466,0.00074,"1 aborto","Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP1","1b","2",NA,NA,0.00061,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP1","1c","1",3,0.00439,0.00047,"1 aborto","Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP1","1c","2",NA,NA,0.00056,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP1","1c","3",NA,NA,0.00053,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP2","1a","1",2,0.00543,0.00092,"1 aborto","Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP2","1a","2",NA,NA,0.00091,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP2","1b","1",2,0.0048,0.00074,"1 aborto","Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP2","1b","2",NA,NA,0.00073,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP2","1c","1",3,0.00425,0.00032,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP2","1c","2",NA,NA,0.00079,NA,"Lavandula pedunculata"
"Bonares",2017,"Lavandula","pedunculata","LP2","1c","3",NA,NA,0.00074,NA,"Lavandula pedunculata"
"Bonares",2017,"Halimium","calycinum","HC1","1a","1",2,0.01897,0.00545,NA,"Halimium calycinum"
"Bonares",2017,"Halimium","calycinum","HC1","1a","2",NA,NA,0.00565,NA,"Halimium calycinum"
"Bonares",2017,"Halimium","calycinum","HC1","1b","1",1,0.01043,0.00526,NA,"Halimium calycinum"
"Bonares",2017,"Halimium","calycinum","HC2","1a","all",5,0.02853,0.01863,NA,"Halimium calycinum"
"Bonares",2017,"Halimium","calycinum","HC2","1b","1",2,0.01834,0.00534,NA,"Halimium calycinum"
"Bonares",2017,"Halimium","calycinum","HC2","1b","2",NA,NA,0.00491,NA,"Halimium calycinum"
"Bonares",2017,"Halimium","calycinum","HC2","1c","1",2,0.01563,0.00386,NA,"Halimium calycinum"
"Bonares",2017,"Halimium","calycinum","HC2","1c","2",NA,NA,0.00363,NA,"Halimium calycinum"
"Bonares",2017,"Cistus","crispus","CC1","1a","all",13,0.02708,0.00899,"el resto de frutos no formados","Cistus crispus"
"Bonares",2017,"Cistus","crispus","CC2","1a",NA,NA,NA,NA,"no hay frutos formados o están predados","Cistus crispus"
"Bonares",2017,"Cistus","salviifolius","CS1","1a","all",44,0.09416,0.05455,"2 abortos","Cistus salviifolius"
"Bonares",2017,"Cistus","salviifolius","CS1","1b","all",47,0.11057,0.06575,NA,"Cistus salviifolius"
"Bonares",2017,"Cistus","salviifolius","CS1","1c","all",47,0.09012,0.05446,NA,"Cistus salviifolius"
"Bonares",2017,"Cistus","salviifolius","CS2","1a","all",45,0.09895,0.05946,NA,"Cistus salviifolius"
"Bonares",2017,"Cistus","salviifolius","CS2","1b","all",60,0.10835,0.0668,NA,"Cistus salviifolius"
"Bonares",2017,"Cistus","salviifolius","CS2","1c","all",42,0.08769,0.05336,NA,"Cistus salviifolius"
"Bonares",2017,"Cistus","ladanifer","CL1","1a","all",248,0.33443,0.04529,"varias semillas abortadas con hongos(negro)","Cistus ladanifer"
"Bonares",2017,"Cistus","ladanifer","CL1","1b","all",553,0.4079,0.13074,NA,"Cistus ladanifer"
"Bonares",2017,"Cistus","ladanifer","CL1","1c","all",682,0.45895,0.17056,NA,"Cistus ladanifer"
"Bonares",2017,"Cistus","ladanifer","CL2","1a","all",465,0.46516,0.15426,NA,"Cistus ladanifer"
"Bonares",2017,"Cistus","ladanifer","CL2","1b","all",574,0.50438,0.18012,NA,"Cistus ladanifer"
"Esparragal",2017,"Cistus","crispus","CC1","1a","all",38,0.05151,0.01996,NA,"Cistus crispus"
"Esparragal",2017,"Cistus","crispus","CC1","1b","all",22,0.03887,0.01309,NA,"Cistus crispus"
"Esparragal",2017,"Cistus","crispus","CC2","1a","all",39,0.05621,0.02157,NA,"Cistus crispus"
"Esparragal",2017,"Cistus","crispus","CC2","1b","all",33,0.0488,0.01844,NA,"Cistus crispus"
"Esparragal",2017,"Halimium","halimifolium","HH1","1a","all",10,0.0163,0.00331,NA,"Halimium halimifolium"
"Esparragal",2017,"Halimium","halimifolium","HH1","1b","all",14,0.01161,0.0034,NA,"Halimium halimifolium"
"Esparragal",2017,"Halimium","halimifolium","HH1","1c","all",8,0.01634,0.00325,NA,"Halimium halimifolium"
"Esparragal",2017,"Halimium","halimifolium","HH2","1a","all",7,0.02145,0.00524,NA,"Halimium halimifolium"
"Esparragal",2017,"Halimium","halimifolium","HH2","1b","all",9,0.023,0.00637,NA,"Halimium halimifolium"
"Esparragal",2017,"Halimium","halimifolium","HH2","1c","all",4,0.01522,0.00192,"2 abortos","Halimium halimifolium"
"Esparragal",2017,"Halimium","calycinum","HC1","1a","1",4,0.03099,0.00443,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1a","2",NA,NA,0.00483,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1a","3",NA,NA,0.00439,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1a","4",NA,NA,0.00446,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1b","1",4,0.02415,0.00281,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1b","2",NA,NA,0.00383,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1b","3",NA,NA,0.00357,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1b","4",NA,NA,0.00409,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1c","1",3,0.02041,0.00371,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1c","2",NA,NA,0.00363,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC1","1c","3",NA,NA,0.00377,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC2","1a","1",3,0.01649,0.00301,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC2","1a","2",NA,NA,0.00277,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC2","1a","3",NA,NA,0.00284,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC2","1b","1",3,0.01866,0.00355,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC2","1b","2",NA,NA,0.00351,NA,"Halimium calycinum"
"Esparragal",2017,"Halimium","calycinum","HC2","1b","3",NA,NA,0.00358,NA,"Halimium calycinum"
